"IDE_VENTA","IDE_PEDIDO","IDE_CLIENTE","IDE_FECHA","IDE_PRODUCTO","IDE_VENDEDOR","NUM_PRECIO_NETO"
9667,11842,1837,"2014-08-08","PRO16",1,1.0
9666,11841,1836,"2014-08-15","PRO16",1,1.0
9665,11840,1835,"2014-07-26","PRO16",1,1.0
9664,11838,1833,"2014-08-25","PRO16",1,1.0
9663,11836,1831,"2014-10-19","PRO16",1,1.0
9662,11835,1830,"2014-09-24","PRO16",1,1.0
9661,11830,1825,"2014-10-23","PRO16",1,1.0
9660,11828,1823,"2014-08-05","PRO16",1,1.0
9659,11827,1822,"2014-09-03","PRO16",1,1.0
9658,11826,1821,"2014-07-25","PRO16",1,1.0
9657,11825,1820,"2014-09-19","PRO16",1,1.0
9656,11824,1819,"2014-09-26","PRO16",1,1.0
9655,11822,1817,"2014-08-25","PRO16",1,1.0
9654,11820,1815,"2014-07-26","PRO16",1,1.0
9653,11818,1813,"2014-08-13","PRO16",1,1.0
9652,11815,1810,"2014-09-23","PRO16",1,1.0
9651,11814,1809,"2014-09-24","PRO16",1,1.0
9650,11811,1806,"2014-10-19","PRO16",1,1.0
9649,11808,1803,"2014-10-04","PRO16",1,1.0
9648,11807,1802,"2014-10-13","PRO16",1,1.0
9647,11806,1801,"2014-08-06","PRO16",1,1.0
9646,11805,1800,"2014-07-22","PRO16",1,1.0
9645,11804,1799,"2014-09-24","PRO16",1,1.0
9644,11801,1796,"2014-09-02","PRO16",1,1.0
9643,11800,1795,"2014-09-19","PRO16",1,1.0
9642,11799,1794,"2014-09-13","PRO16",1,1.0
9641,11797,1792,"2014-09-17","PRO16",1,1.0
9640,11793,1788,"2014-08-05","PRO16",1,1.0
9639,11792,1787,"2014-07-22","PRO16",1,1.0
9638,11790,1785,"2014-09-12","PRO16",1,1.0
9637,11789,1784,"2014-08-04","PRO16",1,1.0
9636,11787,1782,"2014-10-15","PRO16",1,1.0
9635,11786,1781,"2014-10-16","PRO16",1,1.0
9634,11784,1779,"2014-10-21","PRO16",1,1.0
9633,11783,1778,"2014-07-25","PRO16",1,1.0
9632,11782,1777,"2014-10-06","PRO16",1,1.0
9631,11781,1776,"2014-08-19","PRO16",1,1.0
9630,11780,1775,"2014-09-17","PRO16",1,1.0
9629,11779,1774,"2014-08-12","PRO16",1,1.0
9628,11778,1773,"2014-10-15","PRO16",1,1.0
9627,11777,1772,"2014-09-30","PRO16",1,1.0
9626,11774,1769,"2014-10-07","PRO16",1,1.0
9625,11773,1768,"2014-07-31","PRO16",1,1.0
9624,11772,1767,"2014-08-16","PRO16",1,1.0
9623,11771,1766,"2014-10-03","PRO16",1,1.0
9622,11768,1763,"2014-08-09","PRO16",1,1.0
9621,11766,1761,"2014-07-17","PRO16",1,1.0
9620,11765,1760,"2014-08-25","PRO16",1,1.0
9619,11762,1757,"2014-08-20","PRO16",1,1.0
9618,11761,1756,"2014-10-13","PRO16",1,1.0
9617,11760,1755,"2014-08-22","PRO16",1,1.0
9616,11758,1753,"2014-08-04","PRO16",1,1.0
9615,11756,1751,"2014-08-22","PRO16",1,1.0
9614,11755,1750,"2014-07-22","PRO16",1,1.0
9613,11753,1748,"2014-08-12","PRO16",1,1.0
9612,11752,1747,"2014-10-03","PRO16",1,1.0
9611,11751,1746,"2014-09-10","PRO16",1,1.0
9610,11749,1744,"2014-08-12","PRO16",1,1.0
9609,11748,1743,"2014-08-07","PRO16",1,1.0
9608,11747,1742,"2014-09-15","PRO16",1,1.0
9607,11744,1739,"2014-08-24","PRO16",1,1.0
9606,11742,1737,"2014-09-18","PRO16",1,1.0
9605,11739,1734,"2014-09-09","PRO16",1,1.0
9604,11736,1731,"2014-09-10","PRO16",1,1.0
9603,11735,1730,"2014-08-17","PRO16",1,1.0
9602,11734,1729,"2014-07-17","PRO16",1,1.0
9601,11733,1728,"2014-09-12","PRO16",1,1.0
9600,11732,1727,"2014-10-20","PRO16",1,1.0
9599,11731,1726,"2014-07-23","PRO16",1,1.0
9598,11730,1725,"2014-09-01","PRO16",1,1.0
9597,11727,1722,"2014-10-23","PRO16",1,1.0
9596,11726,1721,"2014-09-23","PRO16",1,1.0
9595,11725,1720,"2014-10-06","PRO16",1,1.0
9594,11724,1719,"2014-10-04","PRO16",1,1.0
9593,11722,1717,"2014-09-15","PRO16",1,1.0
9592,11720,1715,"2014-10-23","PRO16",1,1.0
9591,11717,1712,"2014-09-18","PRO16",1,1.0
9590,11713,1708,"2014-07-30","PRO16",1,1.0
9589,11712,1707,"2014-09-11","PRO16",1,1.0
9588,11708,1703,"2014-08-25","PRO16",1,1.0
9587,11707,1702,"2014-08-01","PRO16",1,1.0
9586,11706,1701,"2014-07-30","PRO16",1,1.0
9585,11705,1700,"2014-09-05","PRO16",1,1.0
9584,11700,1695,"2014-08-06","PRO16",1,1.0
9583,11699,1694,"2014-09-28","PRO16",1,1.0
9582,11698,1693,"2014-10-07","PRO16",1,1.0
9581,11697,1692,"2014-10-05","PRO16",1,1.0
9580,11696,1691,"2014-09-28","PRO16",1,1.0
9579,11694,1689,"2014-08-20","PRO16",1,1.0
9578,11693,1688,"2014-10-18","PRO16",1,1.0
9577,11692,1687,"2014-08-29","PRO16",1,1.0
9576,11690,1685,"2014-07-28","PRO16",1,1.0
9575,11688,1683,"2014-09-30","PRO16",1,1.0
9574,11684,1679,"2014-08-14","PRO16",1,1.0
9573,11681,1676,"2014-10-18","PRO16",1,1.0
9572,11676,1671,"2014-10-13","PRO16",1,1.0
9571,11675,1670,"2014-10-07","PRO16",1,1.0
9570,11673,1668,"2014-08-17","PRO16",1,1.0
9569,11672,1667,"2014-09-15","PRO16",1,1.0
9568,11671,1666,"2014-10-15","PRO16",1,1.0
9567,11669,1664,"2014-08-18","PRO16",1,1.0
9566,11664,1659,"2014-09-28","PRO16",1,1.0
9565,11663,1658,"2014-09-14","PRO16",1,1.0
9564,11662,1657,"2014-07-25","PRO16",1,1.0
9563,11660,1655,"2014-09-20","PRO16",1,1.0
9562,11659,1654,"2014-09-10","PRO16",1,1.0
9561,11658,1653,"2014-09-26","PRO16",1,1.0
9560,11656,1651,"2014-09-10","PRO16",1,1.0
9559,11655,1650,"2014-07-19","PRO16",1,1.0
9558,11654,1649,"2014-09-08","PRO16",1,1.0
9557,11653,1648,"2014-09-09","PRO16",1,1.0
9556,11650,1645,"2014-10-12","PRO16",1,1.0
9555,11649,1644,"2014-10-06","PRO16",1,1.0
9554,11648,1643,"2014-09-27","PRO16",1,1.0
9553,11647,1642,"2014-10-19","PRO16",1,1.0
9552,11646,1641,"2014-08-19","PRO16",1,1.0
9551,11645,1640,"2014-09-13","PRO16",1,1.0
9550,11643,1638,"2014-09-23","PRO16",1,1.0
9549,11642,1637,"2014-08-15","PRO16",1,1.0
9548,11641,1636,"2014-08-12","PRO16",1,1.0
9547,11639,1634,"2014-10-18","PRO16",1,1.0
9546,11638,1633,"2014-08-08","PRO16",1,1.0
9545,11637,1632,"2014-08-25","PRO16",1,1.0
9544,11636,1631,"2014-10-17","PRO16",1,1.0
9543,11634,1629,"2014-09-25","PRO16",1,1.0
9542,11633,1628,"2014-09-25","PRO16",1,1.0
9541,11632,1627,"2014-08-14","PRO16",1,1.0
9540,11631,1626,"2014-09-11","PRO16",1,1.0
9539,11630,1625,"2014-08-04","PRO16",1,1.0
9538,11629,1624,"2014-10-04","PRO16",1,1.0
9537,11626,1621,"2014-08-01","PRO16",1,1.0
9536,11624,1619,"2014-07-29","PRO16",1,1.0
9535,11620,1615,"2014-10-01","PRO16",1,1.0
9534,11617,1612,"2014-08-19","PRO16",1,1.0
9533,11616,1611,"2014-09-06","PRO16",1,1.0
9532,11615,1610,"2014-08-28","PRO16",1,1.0
9531,11611,1606,"2014-08-17","PRO16",1,1.0
9530,11610,1605,"2014-08-13","PRO16",1,1.0
9529,11605,1600,"2014-10-06","PRO16",1,1.0
9528,11604,1599,"2014-09-15","PRO16",1,1.0
9527,11603,1598,"2014-08-26","PRO16",1,1.0
9526,11601,1596,"2014-10-14","PRO16",1,1.0
9525,11600,1595,"2014-10-13","PRO16",1,1.0
9524,11599,1594,"2014-08-03","PRO16",1,1.0
9523,11598,1593,"2014-07-16","PRO16",1,1.0
9522,11596,1591,"2014-09-11","PRO16",1,1.0
9521,11595,1590,"2014-10-21","PRO16",1,1.0
9520,11594,1589,"2014-08-27","PRO16",1,1.0
9519,11593,1588,"2014-07-21","PRO16",1,1.0
9518,11591,1586,"2014-09-20","PRO16",1,1.0
9517,11589,1584,"2014-08-24","PRO16",1,1.0
9516,11586,1581,"2014-07-27","PRO16",1,1.0
9515,11584,1579,"2014-08-17","PRO16",1,1.0
9514,11583,1578,"2014-10-17","PRO16",1,1.0
9513,11582,1577,"2014-10-02","PRO16",1,1.0
9512,11578,1573,"2014-07-17","PRO16",1,1.0
9511,11577,1572,"2014-08-15","PRO16",1,1.0
9510,11576,1571,"2014-10-07","PRO16",1,1.0
9509,11575,1570,"2014-08-13","PRO16",1,1.0
9508,11574,1569,"2014-09-06","PRO16",1,1.0
9507,11572,1567,"2014-08-08","PRO16",1,1.0
9506,11571,1566,"2014-10-14","PRO16",1,1.0
9505,11569,1564,"2014-07-23","PRO16",1,1.0
9504,11568,1563,"2014-08-16","PRO16",1,1.0
9503,11567,1562,"2014-10-07","PRO16",1,1.0
9502,11564,1559,"2014-09-17","PRO16",1,1.0
9501,11563,1558,"2014-09-27","PRO16",1,1.0
9500,11560,1555,"2014-07-28","PRO16",1,1.0
9499,11558,1553,"2014-07-23","PRO16",1,1.0
9498,11554,1549,"2014-09-28","PRO16",1,1.0
9497,11553,1548,"2014-09-21","PRO16",1,1.0
9496,11552,1547,"2014-10-11","PRO16",1,1.0
9495,11551,1546,"2014-08-07","PRO16",1,1.0
9494,11550,1545,"2014-09-29","PRO16",1,1.0
9493,11543,1538,"2014-08-26","PRO16",1,1.0
9492,11541,1536,"2014-07-16","PRO16",1,1.0
9491,11540,1535,"2014-07-27","PRO16",1,1.0
9490,11539,1534,"2014-09-06","PRO16",1,1.0
9489,11538,1533,"2014-09-03","PRO16",1,1.0
9488,11537,1532,"2014-08-17","PRO16",1,1.0
9487,11536,1531,"2014-07-19","PRO16",1,1.0
9486,11535,1530,"2014-10-18","PRO16",1,1.0
9485,11534,1529,"2014-09-10","PRO16",1,1.0
9484,11532,1527,"2014-09-27","PRO16",1,1.0
9483,11531,1526,"2014-09-11","PRO16",1,1.0
9482,11529,1524,"2014-08-29","PRO16",1,1.0
9481,11527,1522,"2014-09-07","PRO16",1,1.0
9480,11522,1517,"2014-09-03","PRO16",1,1.0
9479,11520,1515,"2014-08-25","PRO16",1,1.0
9478,11519,1514,"2014-08-13","PRO16",1,1.0
9477,11518,1513,"2014-07-16","PRO16",1,1.0
9476,11517,1512,"2014-10-15","PRO16",1,1.0
9475,11516,1511,"2014-09-06","PRO16",1,1.0
9474,11514,1509,"2014-10-11","PRO16",1,1.0
9473,11510,1505,"2014-07-28","PRO16",1,1.0
9472,11509,1504,"2014-10-23","PRO16",1,1.0
9471,11508,1503,"2014-08-13","PRO16",1,1.0
9470,11507,1502,"2014-07-30","PRO16",1,1.0
9469,11505,1500,"2014-08-26","PRO16",1,1.0
9468,11504,1499,"2014-09-06","PRO16",1,1.0
9467,11502,1497,"2014-09-03","PRO16",1,1.0
9466,11500,1495,"2014-07-25","PRO16",1,1.0
9465,11499,1494,"2014-07-20","PRO16",1,1.0
9464,11498,1493,"2014-07-19","PRO16",1,1.0
9463,11496,1491,"2014-09-26","PRO16",1,1.0
9462,11495,1490,"2014-09-06","PRO16",1,1.0
9461,11494,1489,"2014-10-20","PRO16",1,1.0
9460,11493,1488,"2014-07-26","PRO16",1,1.0
9459,11492,1487,"2014-08-02","PRO16",1,1.0
9458,11491,1486,"2014-10-16","PRO16",1,1.0
9457,11489,1484,"2014-09-03","PRO16",1,1.0
9456,11488,1483,"2014-10-24","PRO16",1,1.0
9455,11482,1477,"2014-10-05","PRO16",1,1.0
9454,11480,1475,"2014-10-15","PRO16",1,1.0
9453,11477,1472,"2014-08-06","PRO16",1,1.0
9452,11476,1471,"2014-08-18","PRO16",1,1.0
9451,11473,1468,"2014-08-03","PRO16",1,1.0
9450,11471,1466,"2014-09-23","PRO16",1,1.0
9449,11470,1465,"2014-07-23","PRO16",1,1.0
9448,11469,1464,"2014-09-09","PRO16",1,1.0
9447,11466,1461,"2014-08-23","PRO16",1,1.0
9446,11464,1459,"2014-10-10","PRO16",1,1.0
9445,11461,1456,"2014-08-15","PRO16",1,1.0
9444,11459,1454,"2014-08-31","PRO16",1,1.0
9443,11458,1453,"2014-07-21","PRO16",1,1.0
9442,11457,1452,"2014-10-18","PRO16",1,1.0
9441,11456,1451,"2014-08-06","PRO16",1,1.0
9440,11455,1450,"2014-08-22","PRO16",1,1.0
9439,11454,1449,"2014-08-07","PRO16",1,1.0
9438,11453,1448,"2014-08-09","PRO16",1,1.0
9437,11452,1447,"2014-08-17","PRO16",1,1.0
9436,11450,1445,"2014-08-07","PRO16",1,1.0
9435,11449,1444,"2014-09-30","PRO16",1,1.0
9434,11448,1443,"2014-09-07","PRO16",1,1.0
9433,11444,1439,"2014-08-04","PRO16",1,1.0
9432,11443,1438,"2014-10-21","PRO16",1,1.0
9431,11442,1437,"2014-09-10","PRO16",1,1.0
9430,11439,1434,"2014-09-16","PRO16",1,1.0
9429,11438,1433,"2014-08-05","PRO16",1,1.0
9428,11437,1432,"2014-07-29","PRO16",1,1.0
9427,11436,1431,"2014-07-31","PRO16",1,1.0
9426,11435,1430,"2014-09-08","PRO16",1,1.0
9425,11434,1429,"2014-09-05","PRO16",1,1.0
9424,11433,1428,"2014-07-17","PRO16",1,1.0
9423,11432,1427,"2014-09-05","PRO16",1,1.0
9422,11431,1426,"2014-10-09","PRO16",1,1.0
9421,11429,1424,"2014-08-31","PRO16",1,1.0
9420,11426,1421,"2014-09-29","PRO16",1,1.0
9419,11425,1420,"2014-10-16","PRO16",1,1.0
9418,11424,1419,"2014-10-19","PRO16",1,1.0
9417,11423,1418,"2014-08-13","PRO16",1,1.0
9416,11422,1417,"2014-07-31","PRO16",1,1.0
9415,11421,1416,"2014-10-06","PRO16",1,1.0
9414,11420,1415,"2014-08-17","PRO16",1,1.0
9413,11416,1411,"2014-10-03","PRO16",1,1.0
9412,11414,1409,"2014-10-19","PRO16",1,1.0
9411,11413,1408,"2014-07-17","PRO16",1,1.0
9410,11412,1407,"2014-09-24","PRO16",1,1.0
9409,11411,1406,"2014-08-02","PRO16",1,1.0
9408,11410,1405,"2014-08-23","PRO16",1,1.0
9407,11409,1404,"2014-10-15","PRO16",1,1.0
9406,11408,1403,"2014-09-26","PRO16",1,1.0
9405,11406,1401,"2014-10-17","PRO16",1,1.0
9404,11405,1400,"2014-08-10","PRO16",1,1.0
9403,11404,1399,"2014-07-26","PRO16",1,1.0
9402,11403,1398,"2014-07-25","PRO16",1,1.0
9401,11401,1396,"2014-09-15","PRO16",1,1.0
9400,11399,1394,"2014-08-02","PRO16",1,1.0
9399,11398,1393,"2014-10-04","PRO16",1,1.0
9398,11395,1390,"2014-07-25","PRO16",1,1.0
9397,11392,1387,"2014-09-16","PRO16",1,1.0
9396,11390,1385,"2014-08-01","PRO16",1,1.0
9395,11387,1382,"2014-07-22","PRO16",1,1.0
9394,11386,1381,"2014-07-18","PRO16",1,1.0
9393,11381,1376,"2014-10-22","PRO16",1,1.0
9392,11380,1375,"2014-09-08","PRO16",1,1.0
9391,11378,1373,"2014-08-18","PRO16",1,1.0
9390,11377,1372,"2014-09-12","PRO16",1,1.0
9389,11374,1369,"2014-08-21","PRO16",1,1.0
9388,11373,1368,"2014-08-29","PRO16",1,1.0
9387,11371,1366,"2014-10-23","PRO16",1,1.0
9386,11370,1365,"2014-10-14","PRO16",1,1.0
9385,11369,1364,"2014-10-07","PRO16",1,1.0
9384,11368,1363,"2014-09-29","PRO16",1,1.0
9383,11367,1362,"2014-08-16","PRO16",1,1.0
9382,11365,1360,"2014-09-20","PRO16",1,1.0
9381,11364,1359,"2014-07-18","PRO16",1,1.0
9380,11361,1356,"2014-08-09","PRO16",1,1.0
9379,11360,1355,"2014-10-11","PRO16",1,1.0
9378,11357,1352,"2014-08-28","PRO16",1,1.0
9377,11356,1351,"2014-08-12","PRO16",1,1.0
9376,11355,1350,"2014-08-15","PRO16",1,1.0
9375,11354,1349,"2014-08-26","PRO16",1,1.0
9374,11353,1348,"2014-08-11","PRO16",1,1.0
9373,11351,1346,"2014-10-08","PRO16",1,1.0
9372,11350,1345,"2014-07-24","PRO16",1,1.0
9371,11349,1344,"2014-09-06","PRO16",1,1.0
9370,11348,1343,"2014-09-05","PRO16",1,1.0
9369,11347,1342,"2014-09-22","PRO16",1,1.0
9368,11345,1340,"2014-08-22","PRO16",1,1.0
9367,11340,1335,"2014-09-11","PRO16",1,1.0
9366,11339,1334,"2014-10-19","PRO16",1,1.0
9365,11337,1332,"2014-10-02","PRO16",1,1.0
9364,11334,1329,"2014-09-20","PRO16",1,1.0
9363,11333,1328,"2014-07-26","PRO16",1,1.0
9362,11332,1327,"2014-10-19","PRO16",1,1.0
9361,11331,1326,"2014-09-08","PRO16",1,1.0
9360,11330,1325,"2014-09-13","PRO16",1,1.0
9359,11328,1323,"2014-09-24","PRO16",1,1.0
9358,11326,1321,"2014-07-23","PRO16",1,1.0
9357,11322,1317,"2014-08-02","PRO16",1,1.0
9356,11321,1316,"2014-08-21","PRO16",1,1.0
9355,11317,1312,"2014-10-10","PRO16",1,1.0
9354,11316,1311,"2014-09-28","PRO16",1,1.0
9353,11315,1310,"2014-09-15","PRO16",1,1.0
9352,11312,1307,"2014-09-22","PRO16",1,1.0
9351,11307,1302,"2014-07-16","PRO16",1,1.0
9350,11305,1300,"2014-09-26","PRO16",1,1.0
9349,11303,1298,"2014-07-24","PRO16",1,1.0
9348,11301,1296,"2014-10-12","PRO16",1,1.0
9347,11298,1293,"2014-08-01","PRO16",1,1.0
9346,11297,1292,"2014-09-04","PRO16",1,1.0
9345,11296,1291,"2014-08-30","PRO16",1,1.0
9344,11295,1290,"2014-09-12","PRO16",1,1.0
9343,11294,1289,"2014-09-03","PRO16",1,1.0
9342,11292,1287,"2014-08-27","PRO16",1,1.0
9341,11291,1286,"2014-08-23","PRO16",1,1.0
9340,11290,1285,"2014-10-07","PRO16",1,1.0
9339,11289,1284,"2014-09-13","PRO16",1,1.0
9338,11287,1282,"2014-08-27","PRO16",1,1.0
9337,11285,1280,"2014-09-15","PRO16",1,1.0
9336,11284,1279,"2014-10-17","PRO16",1,1.0
9335,11283,1278,"2014-08-20","PRO16",1,1.0
9334,11281,1276,"2014-08-29","PRO16",1,1.0
9333,11280,1275,"2014-07-25","PRO16",1,1.0
9332,11279,1274,"2014-09-21","PRO16",1,1.0
9331,11276,1271,"2014-10-02","PRO16",1,1.0
9330,11274,1269,"2014-07-31","PRO16",1,1.0
9329,11272,1267,"2014-10-02","PRO16",1,1.0
9328,11271,1266,"2014-08-31","PRO16",1,1.0
9327,11270,1265,"2014-08-03","PRO16",1,1.0
9326,11266,1261,"2014-09-06","PRO16",1,1.0
9325,11265,1260,"2014-09-26","PRO16",1,1.0
9324,11264,1259,"2014-08-22","PRO16",1,1.0
9323,11261,1256,"2014-10-12","PRO16",1,1.0
9322,11258,1253,"2014-08-23","PRO16",1,1.0
9321,11257,1252,"2014-08-30","PRO16",1,1.0
9320,11255,1250,"2014-08-19","PRO16",1,1.0
9319,11254,1249,"2014-07-29","PRO16",1,1.0
9318,11251,1246,"2014-09-07","PRO16",1,1.0
9317,11249,1244,"2014-09-20","PRO16",1,1.0
9316,11248,1243,"2014-10-17","PRO16",1,1.0
9315,11247,1242,"2014-09-20","PRO16",1,1.0
9314,11246,1241,"2014-10-04","PRO16",1,1.0
9313,11245,1240,"2014-10-01","PRO16",1,1.0
9312,11244,1239,"2014-07-18","PRO16",1,1.0
9311,11243,1238,"2014-10-02","PRO16",1,1.0
9310,11237,1232,"2014-08-09","PRO16",1,1.0
9309,11235,1230,"2014-09-03","PRO16",1,1.0
9308,11234,1229,"2014-09-24","PRO16",1,1.0
9307,11231,1226,"2014-08-03","PRO16",1,1.0
9306,11229,1224,"2014-07-22","PRO16",1,1.0
9305,11228,1223,"2014-07-16","PRO16",1,1.0
9304,11227,1222,"2014-09-19","PRO16",1,1.0
9303,11226,1221,"2014-07-25","PRO16",1,1.0
9302,11224,1219,"2014-08-03","PRO16",1,1.0
9301,11223,1218,"2014-10-24","PRO16",1,1.0
9300,11220,1215,"2014-08-17","PRO16",1,1.0
9299,11218,1213,"2014-08-16","PRO16",1,1.0
9298,11217,1212,"2014-10-08","PRO16",1,1.0
9297,11216,1211,"2014-09-17","PRO16",1,1.0
9296,11213,1208,"2014-10-21","PRO16",1,1.0
9295,11208,1203,"2014-10-18","PRO16",1,1.0
9294,11207,1202,"2014-08-10","PRO16",1,1.0
9293,11204,1199,"2014-08-24","PRO16",1,1.0
9292,11202,1197,"2014-07-24","PRO16",1,1.0
9291,11201,1196,"2014-10-07","PRO16",1,1.0
9290,11200,1195,"2014-07-18","PRO16",1,1.0
9289,11199,1194,"2014-08-27","PRO16",1,1.0
9288,11197,1192,"2014-09-22","PRO16",1,1.0
9287,11194,1189,"2014-09-12","PRO16",1,1.0
9286,11193,1188,"2014-08-13","PRO16",1,1.0
9285,11191,1186,"2014-09-13","PRO16",1,1.0
9284,11190,1185,"2014-07-27","PRO16",1,1.0
9283,11189,1184,"2014-08-17","PRO16",1,1.0
9282,11186,1181,"2014-08-26","PRO16",1,1.0
9281,11185,1180,"2014-07-30","PRO16",1,1.0
9280,11182,1177,"2014-09-18","PRO16",1,1.0
9279,11181,1176,"2014-09-06","PRO16",1,1.0
9278,11180,1175,"2014-08-16","PRO16",1,1.0
9277,11178,1173,"2014-08-22","PRO16",1,1.0
9276,11177,1172,"2014-08-23","PRO16",1,1.0
9275,11176,1171,"2014-08-03","PRO16",1,1.0
9274,11173,1168,"2014-09-20","PRO16",1,1.0
9273,11172,1167,"2014-09-23","PRO16",1,1.0
9272,11171,1166,"2014-08-11","PRO16",1,1.0
9271,11170,1165,"2014-08-06","PRO16",1,1.0
9270,11169,1164,"2014-09-14","PRO16",1,1.0
9269,11168,1163,"2014-09-13","PRO16",1,1.0
9268,11162,1157,"2014-10-09","PRO16",1,1.0
9267,11161,1156,"2014-10-09","PRO16",1,1.0
9266,11160,1155,"2014-08-31","PRO16",1,1.0
9265,11159,1154,"2014-10-06","PRO16",1,1.0
9264,11156,1151,"2014-07-19","PRO16",1,1.0
9263,11154,1149,"2014-09-17","PRO16",1,1.0
9262,11153,1148,"2014-09-26","PRO16",1,1.0
9261,11151,1146,"2014-09-17","PRO16",1,1.0
9260,11150,1145,"2014-08-13","PRO16",1,1.0
9259,11147,1142,"2014-09-26","PRO16",1,1.0
9258,11146,1141,"2014-08-20","PRO16",1,1.0
9257,11144,1139,"2014-09-12","PRO16",1,1.0
9256,11143,1138,"2014-08-14","PRO16",1,1.0
9255,11142,1137,"2014-09-16","PRO16",1,1.0
9254,11141,1136,"2014-08-12","PRO16",1,1.0
9253,11138,1133,"2014-07-29","PRO16",1,1.0
9252,11137,1132,"2014-10-01","PRO16",1,1.0
9251,11136,1131,"2014-09-11","PRO16",1,1.0
9250,11135,1130,"2014-07-19","PRO16",1,1.0
9249,11134,1129,"2014-08-04","PRO16",1,1.0
9248,11133,1128,"2014-09-18","PRO16",1,1.0
9247,11132,1127,"2014-07-17","PRO16",1,1.0
9246,11131,1126,"2014-07-29","PRO16",1,1.0
9245,11130,1125,"2014-09-09","PRO16",1,1.0
9244,11127,1122,"2014-07-20","PRO16",1,1.0
9243,11126,1121,"2014-09-08","PRO16",1,1.0
9242,11124,1119,"2014-08-15","PRO16",1,1.0
9241,11123,1118,"2014-10-11","PRO16",1,1.0
9240,11122,1117,"2014-08-20","PRO16",1,1.0
9239,11121,1116,"2014-10-19","PRO16",1,1.0
9238,11119,1114,"2014-08-21","PRO16",1,1.0
9237,11118,1113,"2014-09-21","PRO16",1,1.0
9236,11116,1111,"2014-09-30","PRO16",1,1.0
9235,11115,1110,"2014-09-14","PRO16",1,1.0
9234,11113,1108,"2014-09-15","PRO16",1,1.0
9233,11112,1107,"2014-10-23","PRO16",1,1.0
9232,11110,1105,"2014-09-06","PRO16",1,1.0
9231,11109,1104,"2014-09-03","PRO16",1,1.0
9230,11107,1102,"2014-08-09","PRO16",1,1.0
9229,11106,1101,"2014-10-10","PRO16",1,1.0
9228,11105,1100,"2014-08-20","PRO16",1,1.0
9227,11100,1095,"2014-08-08","PRO16",1,1.0
9226,11097,1092,"2014-08-03","PRO16",1,1.0
9225,11096,1091,"2014-10-07","PRO16",1,1.0
9224,11094,1089,"2014-10-17","PRO16",1,1.0
9223,11093,1088,"2014-10-02","PRO16",1,1.0
9222,11091,1086,"2014-08-24","PRO16",1,1.0
9221,11090,1085,"2014-08-17","PRO16",1,1.0
9220,11089,1084,"2014-07-24","PRO16",1,1.0
9219,11088,1083,"2014-08-20","PRO16",1,1.0
9218,11087,1082,"2014-09-10","PRO16",1,1.0
9217,11086,1081,"2014-09-02","PRO16",1,1.0
9216,11085,1080,"2014-09-16","PRO16",1,1.0
9215,11084,1079,"2014-09-08","PRO16",1,1.0
9214,11081,1076,"2014-08-31","PRO16",1,1.0
9213,11077,1072,"2014-09-30","PRO16",1,1.0
9212,11072,1067,"2014-09-10","PRO16",1,1.0
9211,11071,1066,"2014-07-21","PRO16",1,1.0
9210,11070,1065,"2014-09-11","PRO16",1,1.0
9209,11067,1062,"2014-10-09","PRO16",1,1.0
9208,11066,1061,"2014-10-09","PRO16",1,1.0
9207,11065,1060,"2014-10-04","PRO16",1,1.0
9206,11061,1056,"2014-07-18","PRO16",1,1.0
9205,11060,1055,"2014-08-14","PRO16",1,1.0
9204,11059,1054,"2014-10-05","PRO16",1,1.0
9203,11052,1047,"2014-08-29","PRO16",1,1.0
9202,11049,1044,"2014-09-09","PRO16",1,1.0
9201,11048,1043,"2014-10-19","PRO16",1,1.0
9200,11047,1042,"2014-07-23","PRO16",1,1.0
9199,11044,1039,"2014-09-11","PRO16",1,1.0
9198,11043,1038,"2014-08-04","PRO16",1,1.0
9197,11042,1037,"2014-10-03","PRO16",1,1.0
9196,11040,1035,"2014-09-26","PRO16",1,1.0
9195,11039,1034,"2014-08-18","PRO16",1,1.0
9194,11037,1032,"2014-08-27","PRO16",1,1.0
9193,11036,1031,"2014-10-16","PRO16",1,1.0
9192,11035,1030,"2014-07-23","PRO16",1,1.0
9191,11034,1029,"2014-10-04","PRO16",1,1.0
9190,11033,1028,"2014-08-17","PRO16",1,1.0
9189,11032,1027,"2014-10-17","PRO16",1,1.0
9188,11031,1026,"2014-07-27","PRO16",1,1.0
9187,11029,1024,"2014-10-20","PRO16",1,1.0
9186,11027,1022,"2014-10-04","PRO16",1,1.0
9185,11025,1020,"2014-09-02","PRO16",1,1.0
9184,11024,1019,"2014-07-27","PRO16",1,1.0
9183,11023,1018,"2014-07-19","PRO16",1,1.0
9182,11022,1017,"2014-07-17","PRO16",1,1.0
9181,11021,1016,"2014-09-21","PRO16",1,1.0
9180,11020,1015,"2014-08-30","PRO16",1,1.0
9179,11018,1013,"2014-07-22","PRO16",1,1.0
9178,11017,1012,"2014-08-11","PRO16",1,1.0
9177,11016,1011,"2014-07-24","PRO16",1,1.0
9176,11014,1009,"2014-10-18","PRO16",1,1.0
9175,11012,1007,"2014-07-24","PRO16",1,1.0
9174,11008,1003,"2014-10-23","PRO16",1,1.0
9173,11006,1001,"2014-10-14","PRO16",1,1.0
9172,11005,1000,"2014-08-11","PRO16",1,1.0
9171,11003,998,"2014-10-14","PRO16",1,1.0
