OficinaPertenece;CategoriaCliente;FechaRegistro;CodigoCliente;NombresCliente
SANTIAGO UTESA;INDIVIDUAL;2/12/22 18:44;66832;CTE-66832 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;19/2/23 22:40;66839;CTE-66839 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;4/10/17 11:10;66841;CTE-66841 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;19/3/23 22:41;66842;CTE-66842 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/1/18 8:08;66852;CTE-66852 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;27/7/18 12:28;66856;CTE-66856 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;2/11/18 16:27;66860;CTE-66860 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;21/8/19 0:00;66866;CTE-66866 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;11/11/19 0:00;66869;CTE-66869 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;3/12/19 12:42;66871;CTE-66871 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;29/2/20 19:50;66873;CTE-66873 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;14/7/20 12:31;66876;CTE-66876 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;16/7/20 19:16;66877;CTE-66877 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;27/9/20 16:24;66879;CTE-66879 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;7/4/21 12:36;66886;CTE-66886 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;28/9/21 20:26;66888;CTE-66888 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;2/1/22 19:29;66893;CTE-66893 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;11/1/22 15:01;66895;CTE-66895 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;16/4/22 22:51;66900;CTE-66900 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;18/4/22 16:50;66902;CTE-66902 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;28/4/22 3:17;66904;CTE-66904 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;1/6/22 11:25;66905;CTE-66905 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/8/22 16:22;66908;CTE-66908 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;23/8/22 1:34;66909;CTE-66909 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;29/8/17 20:00;66913;CTE-66913 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;6/3/21 17:35;66914;CTE-66914 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;15/12/17 10:41;66915;CTE-66915 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/9/22 20:47;66917;CTE-66917 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;17/9/22 10:41;66918;CTE-66918 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;24/10/22 12:56;66920;CTE-66920 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;14/11/22 16:10;66921;CTE-66921 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;8/12/22 20:52;66922;CTE-66922 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;19/12/22 18:22;66923;CTE-66923 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;21/3/23 22:31;66925;CTE-66925 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/1/18 15:14;66929;CTE-66929 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;2/1/18 11:06;66930;CTE-66930 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;11/1/18 20:50;66931;CTE-66931 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;8/1/19 18:50;66935;CTE-66935 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;14/1/19 14:45;66936;CTE-66936 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/7/19 0:00;66943;CTE-66943 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/7/19 13:38;66944;CTE-66944 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;21/9/19 23:07;66946;CTE-66946 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;25/12/19 23:21;66950;CTE-66950 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;1/4/20 10:51;66955;CTE-66955 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;14/3/13 9:56;66956;CTE-66956 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;5/6/20 19:26;66957;CTE-66957 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;15/6/20 14:12;66959;CTE-66959 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;20/10/20 19:23;66967;CTE-66967 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;27/10/20 12:48;66968;CTE-66968 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;11/2/21 20:39;66971;CTE-66971 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;12/3/21 22:45;66973;CTE-66973 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;13/3/21 21:18;66974;CTE-66974 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;13/7/21 9:22;66975;CTE-66975 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/5/22 20:50;66983;CTE-66983 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;7/6/22 3:02;66984;CTE-66984 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;19/6/22 18:44;66985;CTE-66985 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;1/11/17 20:12;66994;CTE-66994 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;16/11/22 23:18;67001;CTE-67001 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;22/11/22 10:40;67002;CTE-67002 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;8/2/23 18:48;67005;CTE-67005 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;12/2/23 16:39;67006;CTE-67006 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;10/3/23 20:15;67008;CTE-67008 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;22/11/17 13:07;67017;CTE-67017 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;26/11/17 14:13;67018;CTE-67018 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;18/12/17 15:47;67020;CTE-67020 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;15/1/18 0:00;67023;CTE-67023 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;20/1/18 12:53;67024;CTE-67024 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;29/6/18 9:06;67028;CTE-67028 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;30/8/18 22:18;67029;CTE-67029 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;16/4/19 10:01;67033;CTE-67033 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;23/10/19 0:00;67040;CTE-67040 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;29/2/20 20:49;67045;CTE-67045 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;12/4/20 2:39;67047;CTE-67047 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;22/6/20 18:21;67048;CTE-67048 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;11/7/20 20:18;67050;CTE-67050 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;14/10/20 13:54;67054;CTE-67054 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;28/6/21 13:23;67061;CTE-67061 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;19/7/21 14:27;67063;CTE-67063 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;28/9/21 19:20;67065;CTE-67065 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;23/10/21 10:52;67066;CTE-67066 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;16/12/21 1:43;67067;CTE-67067 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;23/2/22 9:24;67070;CTE-67070 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;5/4/22 23:07;67072;CTE-67072 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;22/6/22 8:52;67074;CTE-67074 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;16/7/22 9:17;67076;CTE-67076 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;4/3/14 15:58;67078;CTE-67078 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;CORPORATIVO;28/4/20 13:00;67079;CTE-67079 PAQUETERIA CORPORATIVO
SANTIAGO UTESA;INDIVIDUAL;30/6/22 18:58;67081;CTE-67081 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;20/7/21 22:56;67083;CTE-67083 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;1/9/22 4:38;67084;CTE-67084 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;5/9/22 19:28;67086;CTE-67086 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;20/9/22 14:32;67087;CTE-67087 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;1/11/22 18:04;67090;CTE-67090 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;28/11/22 9:30;67094;CTE-67094 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;14/12/22 23:13;67095;CTE-67095 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;19/12/17 14:18;67099;CTE-67099 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;3/1/18 12:17;67100;CTE-67100 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;24/1/18 15:07;67102;CTE-67102 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;19/2/18 22:26;67103;CTE-67103 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;21/12/18 13:36;67110;CTE-67110 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;5/8/19 0:00;67118;CTE-67118 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;14/10/19 0:00;67120;CTE-67120 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;25/11/19 9:16;67121;CTE-67121 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/6/20 13:19;67124;CTE-67124 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;27/7/20 17:02;67126;CTE-67126 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/12/20 13:16;67130;CTE-67130 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;11/3/21 20:32;67135;CTE-67135 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;27/5/21 12:07;67140;CTE-67140 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;27/5/21 12:59;67141;CTE-67141 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/6/21 0:00;67144;CTE-67144 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;23/7/21 14:42;67145;CTE-67145 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;13/10/21 0:02;67150;CTE-67150 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;27/10/21 13:47;67151;CTE-67151 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;22/12/21 11:01;67154;CTE-67154 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;16/1/22 2:32;67155;CTE-67155 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;10/3/22 14:00;67156;CTE-67156 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;4/6/22 0:45;67163;CTE-67163 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;26/7/22 22:20;67164;CTE-67164 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;19/9/20 11:25;67168;CTE-67168 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;30/9/16 13:03;67171;CTE-67171 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;23/9/22 17:21;67177;CTE-67177 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;25/11/22 1:47;67183;CTE-67183 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;21/12/22 23:06;67184;CTE-67184 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;3/1/23 11:06;67186;CTE-67186 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;22/1/23 11:17;67188;CTE-67188 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;23/1/23 15:44;67189;CTE-67189 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;30/1/23 19:34;67191;CTE-67191 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;7/11/17 11:02;67196;CTE-67196 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;13/11/17 16:07;67197;CTE-67197 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;13/2/18 12:22;67198;CTE-67198 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;4/6/18 0:00;67202;CTE-67202 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;4/7/18 14:30;67203;CTE-67203 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;6/8/18 10:24;67205;CTE-67205 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/8/18 10:55;67206;CTE-67206 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;8/10/18 10:58;67207;CTE-67207 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;19/2/19 23:35;67208;CTE-67208 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;11/3/19 15:51;67210;CTE-67210 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;24/4/19 16:16;67213;CTE-67213 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;4/6/19 9:13;67215;CTE-67215 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/11/20 12:40;67225;CTE-67225 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;25/2/21 16:15;67232;CTE-67232 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;19/4/21 13:52;67234;CTE-67234 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;3/8/21 8:33;67238;CTE-67238 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;6/10/21 17:19;67240;CTE-67240 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;10/3/22 14:39;67244;CTE-67244 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;27/6/22 17:02;67246;CTE-67246 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;6/8/22 11:07;67248;CTE-67248 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;13/8/22 15:29;67249;CTE-67249 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;7/1/14 14:54;67250;CTE-67250 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;22/4/20 21:19;67254;CTE-67254 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;27/9/22 11:28;67257;CTE-67257 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;22/11/22 20:47;67259;CTE-67259 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;24/12/22 15:46;67262;CTE-67262 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;28/12/22 11:20;67263;CTE-67263 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;13/1/23 19:06;67264;CTE-67264 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;1/3/23 11:06;67266;CTE-67266 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;1/4/23 10:34;67267;CTE-67267 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;7/4/23 17:15;67268;CTE-67268 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;14/10/17 13:26;67269;CTE-67269 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;31/1/18 11:56;67272;CTE-67272 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;16/4/18 18:17;67273;CTE-67273 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;3/1/18 17:28;67274;CTE-67274 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;17/9/18 10:53;67278;CTE-67278 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;2/11/18 18:39;67281;CTE-67281 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;11/2/19 0:00;67282;CTE-67282 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;19/6/19 14:04;67286;CTE-67286 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/8/19 17:58;67287;CTE-67287 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;26/9/19 20:43;67289;CTE-67289 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;2/12/19 14:58;67292;CTE-67292 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;7/4/20 14:57;67298;CTE-67298 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;21/8/20 11:02;67300;CTE-67300 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;24/11/20 15:23;67303;CTE-67303 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;7/12/20 18:29;67304;CTE-67304 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;4/2/21 18:17;67306;CTE-67306 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;20/3/21 18:51;67309;CTE-67309 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;28/9/21 15:41;67313;CTE-67313 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;17/10/21 15:31;67315;CTE-67315 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;3/12/21 21:00;67316;CTE-67316 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;4/4/22 14:50;67320;CTE-67320 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;26/4/22 13:47;67321;CTE-67321 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;6/5/22 12:32;67322;CTE-67322 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;13/7/22 15:10;67325;CTE-67325 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;23/1/16 0:02;67329;CTE-67329 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;28/9/22 20:43;67335;CTE-67335 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;6/10/22 17:45;67336;CTE-67336 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;26/10/22 21:04;67339;CTE-67339 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;1/11/22 18:22;67341;CTE-67341 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;10/11/22 1:33;67344;CTE-67344 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/2/23 16:50;67346;CTE-67346 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;19/2/23 18:49;67347;CTE-67347 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;11/12/17 10:30;67349;CTE-67349 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;2/3/18 15:52;67351;CTE-67351 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;15/9/18 0:00;67356;CTE-67356 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;5/12/18 14:55;67359;CTE-67359 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/7/19 23:13;67367;CTE-67367 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;21/8/20 13:35;67379;CTE-67379 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;28/10/20 19:42;67383;CTE-67383 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;27/12/20 8:21;67387;CTE-67387 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;7/2/21 14:48;67388;CTE-67388 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;2/5/21 21:48;67391;CTE-67391 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/7/21 14:27;67392;CTE-67392 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;2/9/21 16:46;67394;CTE-67394 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;10/11/21 23:49;67397;CTE-67397 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;6/1/22 9:48;67401;CTE-67401 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;15/4/22 15:19;67404;CTE-67404 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/5/22 20:36;67405;CTE-67405 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;10/5/22 16:10;67406;CTE-67406 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;25/7/22 15:49;67408;CTE-67408 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;2/8/22 19:18;67409;CTE-67409 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;3/8/22 11:51;67410;CTE-67410 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;10/8/22 16:58;67412;CTE-67412 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;14/8/22 21:20;67413;CTE-67413 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;19/8/22 9:44;67414;CTE-67414 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;29/9/04 11:41;67416;CTE-67416 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;11/2/21 0:29;67421;CTE-67421 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;15/11/16 16:45;67423;CTE-67423 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;2/9/22 11:30;67424;CTE-67424 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;25/12/22 12:44;67432;CTE-67432 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;18/1/23 13:57;67434;CTE-67434 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;8/2/23 18:16;67437;CTE-67437 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;18/2/23 0:59;67438;CTE-67438 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;2/11/17 12:15;67440;CTE-67440 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;4/1/18 13:04;67441;CTE-67441 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;4/7/19 7:06;67453;CTE-67453 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;9/7/19 0:00;67455;CTE-67455 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;26/8/19 9:47;67457;CTE-67457 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;13/11/19 0:00;67460;CTE-67460 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;10/6/20 16:16;67466;CTE-67466 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;29/8/20 20:15;67467;CTE-67467 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;7/10/20 13:57;67468;CTE-67468 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;14/12/20 20:28;67471;CTE-67471 PAQUETERIA INDIVIDUAL
SANTIAGO UTESA;INDIVIDUAL;18/1/21 20:44;67473;CTE-67473 PAQUETERIA INDIVIDUAL
