"IDE_PEDIDO";"DES_PEDIDO"
10848;"ORDER SALES MIG100449"
15273;"ORDER SALES MIG104874"
15224;"ORDER SALES MIG104825"
15070;"ORDER SALES MIG104671"
14949;"ORDER SALES MIG104550"
14880;"ORDER SALES MIG104481"
14424;"ORDER SALES MIG104025"
14239;"ORDER SALES MIG103840"
13585;"ORDER SALES MIG103186"
13555;"ORDER SALES MIG103156"
13355;"ORDER SALES MIG102956"
13169;"ORDER SALES MIG102770"
13018;"ORDER SALES MIG102619"
12823;"ORDER SALES MIG102424"
12514;"ORDER SALES MIG102115"
12111;"ORDER SALES MIG101712"
10936;"ORDER SALES MIG100537"
10929;"ORDER SALES MIG100530"
10727;"ORDER SALES MIG100328"
10565;"ORDER SALES MIG100166"
10527;"ORDER SALES MIG100128"
15363;"ORDER SALES MIG104964"
15188;"ORDER SALES MIG104789"
10859;"ORDER SALES MIG100460"
15124;"ORDER SALES MIG104725"
14504;"ORDER SALES MIG104105"
14478;"ORDER SALES MIG104079"
14208;"ORDER SALES MIG103809"
13515;"ORDER SALES MIG103116"
12531;"ORDER SALES MIG102132"
12362;"ORDER SALES MIG101963"
12350;"ORDER SALES MIG101951"
12327;"ORDER SALES MIG101928"
11506;"ORDER SALES MIG101107"
10485;"ORDER SALES MIG100086"
13529;"ORDER SALES MIG103130"
13130;"ORDER SALES MIG102731"
12215;"ORDER SALES MIG101816"
12140;"ORDER SALES MIG101741"
12063;"ORDER SALES MIG101664"
10438;"ORDER SALES MIG100039"
15337;"ORDER SALES MIG104938"
13454;"ORDER SALES MIG103055"
15229;"ORDER SALES MIG104830"
14414;"ORDER SALES MIG104015"
13973;"ORDER SALES MIG103574"
12241;"ORDER SALES MIG101842"
11932;"ORDER SALES MIG101533"
10951;"ORDER SALES MIG100552"
10819;"ORDER SALES MIG100420"
15187;"ORDER SALES MIG104788"
15091;"ORDER SALES MIG104692"
14495;"ORDER SALES MIG104096"
14347;"ORDER SALES MIG103948"
14185;"ORDER SALES MIG103786"
14184;"ORDER SALES MIG103785"
13726;"ORDER SALES MIG103327"
13646;"ORDER SALES MIG103247"
13321;"ORDER SALES MIG102922"
13281;"ORDER SALES MIG102882"
12811;"ORDER SALES MIG102412"
12754;"ORDER SALES MIG102355"
12728;"ORDER SALES MIG102329"
12678;"ORDER SALES MIG102279"
12353;"ORDER SALES MIG101954"
12304;"ORDER SALES MIG101905"
11936;"ORDER SALES MIG101537"
11873;"ORDER SALES MIG101474"
11801;"ORDER SALES MIG101402"
11086;"ORDER SALES MIG100687"
11025;"ORDER SALES MIG100626"
10684;"ORDER SALES MIG100285"
10408;"ORDER SALES MIG100009"
10405;"ORDER SALES MIG100006"
14708;"ORDER SALES MIG104309"
13400;"ORDER SALES MIG103001"
14312;"ORDER SALES MIG103913"
14259;"ORDER SALES MIG103860"
13702;"ORDER SALES MIG103303"
12470;"ORDER SALES MIG102071"
12286;"ORDER SALES MIG101887"
11490;"ORDER SALES MIG101091"
11383;"ORDER SALES MIG100984"
15250;"ORDER SALES MIG104851"
13509;"ORDER SALES MIG103110"
12640;"ORDER SALES MIG102241"
12315;"ORDER SALES MIG101916"
11538;"ORDER SALES MIG101139"
10947;"ORDER SALES MIG100548"
10688;"ORDER SALES MIG100289"
13107;"ORDER SALES MIG102708"
11924;"ORDER SALES MIG101525"
10609;"ORDER SALES MIG100210"
15391;"ORDER SALES MIG104992"
15214;"ORDER SALES MIG104815"
15151;"ORDER SALES MIG104752"
14845;"ORDER SALES MIG104446"
14795;"ORDER SALES MIG104396"
11827;"ORDER SALES MIG101428"
11309;"ORDER SALES MIG100910"
11294;"ORDER SALES MIG100895"
11235;"ORDER SALES MIG100836"
10974;"ORDER SALES MIG100575"
15373;"ORDER SALES MIG104974"
15301;"ORDER SALES MIG104902"
15261;"ORDER SALES MIG104862"
15068;"ORDER SALES MIG104669"
15067;"ORDER SALES MIG104668"
15027;"ORDER SALES MIG104628"
14941;"ORDER SALES MIG104542"
14380;"ORDER SALES MIG103981"
14111;"ORDER SALES MIG103712"
13667;"ORDER SALES MIG103268"
13201;"ORDER SALES MIG102802"
13091;"ORDER SALES MIG102692"
13053;"ORDER SALES MIG102654"
12871;"ORDER SALES MIG102472"
12638;"ORDER SALES MIG102239"
12563;"ORDER SALES MIG102164"
12333;"ORDER SALES MIG101934"
12071;"ORDER SALES MIG101672"
12052;"ORDER SALES MIG101653"
11522;"ORDER SALES MIG101123"
11502;"ORDER SALES MIG101103"
11489;"ORDER SALES MIG101090"
11109;"ORDER SALES MIG100710"
10959;"ORDER SALES MIG100560"
10631;"ORDER SALES MIG100232"
10547;"ORDER SALES MIG100148"
13688;"ORDER SALES MIG103289"
12803;"ORDER SALES MIG102404"
14054;"ORDER SALES MIG103655"
13884;"ORDER SALES MIG103485"
11440;"ORDER SALES MIG101041"
11260;"ORDER SALES MIG100861"
11099;"ORDER SALES MIG100700"
11079;"ORDER SALES MIG100680"
10486;"ORDER SALES MIG100087"
14997;"ORDER SALES MIG104598"
14391;"ORDER SALES MIG103992"
12582;"ORDER SALES MIG102183"
12186;"ORDER SALES MIG101787"
15359;"ORDER SALES MIG104960"
14855;"ORDER SALES MIG104456"
13770;"ORDER SALES MIG103371"
11844;"ORDER SALES MIG101445"
14348;"ORDER SALES MIG103949"
14865;"ORDER SALES MIG104466"
14681;"ORDER SALES MIG104282"
13813;"ORDER SALES MIG103414"
13577;"ORDER SALES MIG103178"
12770;"ORDER SALES MIG102371"
12505;"ORDER SALES MIG102106"
12456;"ORDER SALES MIG102057"
11297;"ORDER SALES MIG100898"
14932;"ORDER SALES MIG104533"
14707;"ORDER SALES MIG104308"
14535;"ORDER SALES MIG104136"
13945;"ORDER SALES MIG103546"
13714;"ORDER SALES MIG103315"
13640;"ORDER SALES MIG103241"
13421;"ORDER SALES MIG103022"
13246;"ORDER SALES MIG102847"
13235;"ORDER SALES MIG102836"
13188;"ORDER SALES MIG102789"
13138;"ORDER SALES MIG102739"
13128;"ORDER SALES MIG102729"
12719;"ORDER SALES MIG102320"
12593;"ORDER SALES MIG102194"
12565;"ORDER SALES MIG102166"
10914;"ORDER SALES MIG100515"
10842;"ORDER SALES MIG100443"
10517;"ORDER SALES MIG100118"
13739;"ORDER SALES MIG103340"
12667;"ORDER SALES MIG102268"
11795;"ORDER SALES MIG101396"
14117;"ORDER SALES MIG103718"
11846;"ORDER SALES MIG101447"
11273;"ORDER SALES MIG100874"
14882;"ORDER SALES MIG104483"
14584;"ORDER SALES MIG104185"
12320;"ORDER SALES MIG101921"
11941;"ORDER SALES MIG101542"
11250;"ORDER SALES MIG100851"
10967;"ORDER SALES MIG100568"
15252;"ORDER SALES MIG104853"
13492;"ORDER SALES MIG103093"
13415;"ORDER SALES MIG103016"
12075;"ORDER SALES MIG101676"
11434;"ORDER SALES MIG101035"
10564;"ORDER SALES MIG100165"
15287;"ORDER SALES MIG104888"
14745;"ORDER SALES MIG104346"
14388;"ORDER SALES MIG103989"
12756;"ORDER SALES MIG102357"
10643;"ORDER SALES MIG100244"
15269;"ORDER SALES MIG104870"
14327;"ORDER SALES MIG103928"
13932;"ORDER SALES MIG103533"
13630;"ORDER SALES MIG103231"
12750;"ORDER SALES MIG102351"
11432;"ORDER SALES MIG101033"
11348;"ORDER SALES MIG100949"
10962;"ORDER SALES MIG100563"
10898;"ORDER SALES MIG100499"
10801;"ORDER SALES MIG100402"
10710;"ORDER SALES MIG100311"
15015;"ORDER SALES MIG104616"
14738;"ORDER SALES MIG104339"
14161;"ORDER SALES MIG103762"
13668;"ORDER SALES MIG103269"
13410;"ORDER SALES MIG103011"
12784;"ORDER SALES MIG102385"
12415;"ORDER SALES MIG102016"
12357;"ORDER SALES MIG101958"
12092;"ORDER SALES MIG101693"
12060;"ORDER SALES MIG101661"
11705;"ORDER SALES MIG101306"
10816;"ORDER SALES MIG100417"
10503;"ORDER SALES MIG100104"
11625;"ORDER SALES MIG101226"
14904;"ORDER SALES MIG104505"
14585;"ORDER SALES MIG104186"
12647;"ORDER SALES MIG102248"
12450;"ORDER SALES MIG102051"
12067;"ORDER SALES MIG101668"
10922;"ORDER SALES MIG100523"
15262;"ORDER SALES MIG104863"
14355;"ORDER SALES MIG103956"
14217;"ORDER SALES MIG103818"
13800;"ORDER SALES MIG103401"
13385;"ORDER SALES MIG102986"
10941;"ORDER SALES MIG100542"
14764;"ORDER SALES MIG104365"
12788;"ORDER SALES MIG102389"
12200;"ORDER SALES MIG101801"
11616;"ORDER SALES MIG101217"
10575;"ORDER SALES MIG100176"
10571;"ORDER SALES MIG100172"
14937;"ORDER SALES MIG104538"
14507;"ORDER SALES MIG104108"
14396;"ORDER SALES MIG103997"
13840;"ORDER SALES MIG103441"
13820;"ORDER SALES MIG103421"
13798;"ORDER SALES MIG103399"
13261;"ORDER SALES MIG102862"
12217;"ORDER SALES MIG101818"
12010;"ORDER SALES MIG101611"
11574;"ORDER SALES MIG101175"
11516;"ORDER SALES MIG101117"
11504;"ORDER SALES MIG101105"
11110;"ORDER SALES MIG100711"
10949;"ORDER SALES MIG100550"
10656;"ORDER SALES MIG100257"
10638;"ORDER SALES MIG100239"
10636;"ORDER SALES MIG100237"
14879;"ORDER SALES MIG104480"
14697;"ORDER SALES MIG104298"
14594;"ORDER SALES MIG104195"
14014;"ORDER SALES MIG103615"
14000;"ORDER SALES MIG103601"
13967;"ORDER SALES MIG103568"
12936;"ORDER SALES MIG102537"
12707;"ORDER SALES MIG102308"
12574;"ORDER SALES MIG102175"
12568;"ORDER SALES MIG102169"
12242;"ORDER SALES MIG101843"
11988;"ORDER SALES MIG101589"
11539;"ORDER SALES MIG101140"
11495;"ORDER SALES MIG101096"
11349;"ORDER SALES MIG100950"
11266;"ORDER SALES MIG100867"
11181;"ORDER SALES MIG100782"
10812;"ORDER SALES MIG100413"
10495;"ORDER SALES MIG100096"
12041;"ORDER SALES MIG101642"
11259;"ORDER SALES MIG100860"
11829;"ORDER SALES MIG101430"
15086;"ORDER SALES MIG104687"
13996;"ORDER SALES MIG103597"
13672;"ORDER SALES MIG103273"
13279;"ORDER SALES MIG102880"
11251;"ORDER SALES MIG100852"
10598;"ORDER SALES MIG100199"
15105;"ORDER SALES MIG104706"
13124;"ORDER SALES MIG102725"
12911;"ORDER SALES MIG102512"
15213;"ORDER SALES MIG104814"
15134;"ORDER SALES MIG104735"
14988;"ORDER SALES MIG104589"
14908;"ORDER SALES MIG104509"
13891;"ORDER SALES MIG103492"
13363;"ORDER SALES MIG102964"
13176;"ORDER SALES MIG102777"
12962;"ORDER SALES MIG102563"
12490;"ORDER SALES MIG102091"
12127;"ORDER SALES MIG101728"
12118;"ORDER SALES MIG101719"
12102;"ORDER SALES MIG101703"
11902;"ORDER SALES MIG101503"
11644;"ORDER SALES MIG101245"
11527;"ORDER SALES MIG101128"
10557;"ORDER SALES MIG100158"
15195;"ORDER SALES MIG104796"
14612;"ORDER SALES MIG104213"
14569;"ORDER SALES MIG104170"
13752;"ORDER SALES MIG103353"
13639;"ORDER SALES MIG103240"
13446;"ORDER SALES MIG103047"
13174;"ORDER SALES MIG102775"
13011;"ORDER SALES MIG102612"
12866;"ORDER SALES MIG102467"
12288;"ORDER SALES MIG101889"
11863;"ORDER SALES MIG101464"
11448;"ORDER SALES MIG101049"
10877;"ORDER SALES MIG100478"
10761;"ORDER SALES MIG100362"
10654;"ORDER SALES MIG100255"
10635;"ORDER SALES MIG100236"
13157;"ORDER SALES MIG102758"
14097;"ORDER SALES MIG103698"
12610;"ORDER SALES MIG102211"
12343;"ORDER SALES MIG101944"
11709;"ORDER SALES MIG101310"
11019;"ORDER SALES MIG100620"
15294;"ORDER SALES MIG104895"
14318;"ORDER SALES MIG103919"
11435;"ORDER SALES MIG101036"
12059;"ORDER SALES MIG101660"
10726;"ORDER SALES MIG100327"
14562;"ORDER SALES MIG104163"
14421;"ORDER SALES MIG104022"
14140;"ORDER SALES MIG103741"
14003;"ORDER SALES MIG103604"
13848;"ORDER SALES MIG103449"
13845;"ORDER SALES MIG103446"
13605;"ORDER SALES MIG103206"
13231;"ORDER SALES MIG102832"
12989;"ORDER SALES MIG102590"
12753;"ORDER SALES MIG102354"
12627;"ORDER SALES MIG102228"
12583;"ORDER SALES MIG102184"
12522;"ORDER SALES MIG102123"
12418;"ORDER SALES MIG102019"
11654;"ORDER SALES MIG101255"
11380;"ORDER SALES MIG100981"
10781;"ORDER SALES MIG100382"
10625;"ORDER SALES MIG100226"
10404;"ORDER SALES MIG100005"
15394;"ORDER SALES MIG104995"
13765;"ORDER SALES MIG103366"
13539;"ORDER SALES MIG103140"
13305;"ORDER SALES MIG102906"
12998;"ORDER SALES MIG102599"
12769;"ORDER SALES MIG102370"
12626;"ORDER SALES MIG102227"
12468;"ORDER SALES MIG102069"
12154;"ORDER SALES MIG101755"
12123;"ORDER SALES MIG101724"
12008;"ORDER SALES MIG101609"
11331;"ORDER SALES MIG100932"
11126;"ORDER SALES MIG100727"
11084;"ORDER SALES MIG100685"
10996;"ORDER SALES MIG100597"
10768;"ORDER SALES MIG100369"
10463;"ORDER SALES MIG100064"
10442;"ORDER SALES MIG100043"
10439;"ORDER SALES MIG100040"
10788;"ORDER SALES MIG100389"
14526;"ORDER SALES MIG104127"
13211;"ORDER SALES MIG102812"
12259;"ORDER SALES MIG101860"
15096;"ORDER SALES MIG104697"
15046;"ORDER SALES MIG104647"
15030;"ORDER SALES MIG104631"
14675;"ORDER SALES MIG104276"
13575;"ORDER SALES MIG103176"
13070;"ORDER SALES MIG102671"
12854;"ORDER SALES MIG102455"
12112;"ORDER SALES MIG101713"
11957;"ORDER SALES MIG101558"
11614;"ORDER SALES MIG101215"
11446;"ORDER SALES MIG101047"
11302;"ORDER SALES MIG100903"
10779;"ORDER SALES MIG100380"
10677;"ORDER SALES MIG100278"
15282;"ORDER SALES MIG104883"
15121;"ORDER SALES MIG104722"
14580;"ORDER SALES MIG104181"
14056;"ORDER SALES MIG103657"
13741;"ORDER SALES MIG103342"
13693;"ORDER SALES MIG103294"
12590;"ORDER SALES MIG102191"
12430;"ORDER SALES MIG102031"
11901;"ORDER SALES MIG101502"
11468;"ORDER SALES MIG101069"
14551;"ORDER SALES MIG104152"
10475;"ORDER SALES MIG100076"
14630;"ORDER SALES MIG104231"
14521;"ORDER SALES MIG104122"
13900;"ORDER SALES MIG103501"
13697;"ORDER SALES MIG103298"
13189;"ORDER SALES MIG102790"
13111;"ORDER SALES MIG102712"
12782;"ORDER SALES MIG102383"
11853;"ORDER SALES MIG101454"
11310;"ORDER SALES MIG100911"
10895;"ORDER SALES MIG100496"
10545;"ORDER SALES MIG100146"
10506;"ORDER SALES MIG100107"
10449;"ORDER SALES MIG100050"
15176;"ORDER SALES MIG104777"
15172;"ORDER SALES MIG104773"
15113;"ORDER SALES MIG104714"
15072;"ORDER SALES MIG104673"
14847;"ORDER SALES MIG104448"
14817;"ORDER SALES MIG104418"
14720;"ORDER SALES MIG104321"
14672;"ORDER SALES MIG104273"
14345;"ORDER SALES MIG103946"
13123;"ORDER SALES MIG102724"
13105;"ORDER SALES MIG102706"
13101;"ORDER SALES MIG102702"
12444;"ORDER SALES MIG102045"
12262;"ORDER SALES MIG101863"
12219;"ORDER SALES MIG101820"
11919;"ORDER SALES MIG101520"
11739;"ORDER SALES MIG101340"
11653;"ORDER SALES MIG101254"
11469;"ORDER SALES MIG101070"
11130;"ORDER SALES MIG100731"
11049;"ORDER SALES MIG100650"
10817;"ORDER SALES MIG100418"
10585;"ORDER SALES MIG100186"
13695;"ORDER SALES MIG103296"
13417;"ORDER SALES MIG103018"
11770;"ORDER SALES MIG101371"
15023;"ORDER SALES MIG104624"
14604;"ORDER SALES MIG104205"
14087;"ORDER SALES MIG103688"
13852;"ORDER SALES MIG103453"
13760;"ORDER SALES MIG103361"
13398;"ORDER SALES MIG102999"
12158;"ORDER SALES MIG101759"
11148;"ORDER SALES MIG100749"
10639;"ORDER SALES MIG100240"
14954;"ORDER SALES MIG104555"
13273;"ORDER SALES MIG102874"
13193;"ORDER SALES MIG102794"
12833;"ORDER SALES MIG102434"
13319;"ORDER SALES MIG102920"
13241;"ORDER SALES MIG102842"
14815;"ORDER SALES MIG104416"
14091;"ORDER SALES MIG103692"
13809;"ORDER SALES MIG103410"
13407;"ORDER SALES MIG103008"
12985;"ORDER SALES MIG102586"
12825;"ORDER SALES MIG102426"
12108;"ORDER SALES MIG101709"
11785;"ORDER SALES MIG101386"
11751;"ORDER SALES MIG101352"
10472;"ORDER SALES MIG100073"
15365;"ORDER SALES MIG104966"
15360;"ORDER SALES MIG104961"
15344;"ORDER SALES MIG104945"
14596;"ORDER SALES MIG104197"
14064;"ORDER SALES MIG103665"
13325;"ORDER SALES MIG102926"
13166;"ORDER SALES MIG102767"
12888;"ORDER SALES MIG102489"
12576;"ORDER SALES MIG102177"
12539;"ORDER SALES MIG102140"
12179;"ORDER SALES MIG101780"
11736;"ORDER SALES MIG101337"
11659;"ORDER SALES MIG101260"
11656;"ORDER SALES MIG101257"
11534;"ORDER SALES MIG101135"
11442;"ORDER SALES MIG101043"
11087;"ORDER SALES MIG100688"
11072;"ORDER SALES MIG100673"
10825;"ORDER SALES MIG100426"
10774;"ORDER SALES MIG100375"
14524;"ORDER SALES MIG104125"
14104;"ORDER SALES MIG103705"
13676;"ORDER SALES MIG103277"
12692;"ORDER SALES MIG102293"
12029;"ORDER SALES MIG101630"
15226;"ORDER SALES MIG104827"
13182;"ORDER SALES MIG102783"
11969;"ORDER SALES MIG101570"
15083;"ORDER SALES MIG104684"
14922;"ORDER SALES MIG104523"
13812;"ORDER SALES MIG103413"
13358;"ORDER SALES MIG102959"
13195;"ORDER SALES MIG102796"
12943;"ORDER SALES MIG102544"
11384;"ORDER SALES MIG100985"
10492;"ORDER SALES MIG100093"
14905;"ORDER SALES MIG104506"
13784;"ORDER SALES MIG103385"
13013;"ORDER SALES MIG102614"
12961;"ORDER SALES MIG102562"
12337;"ORDER SALES MIG101938"
11631;"ORDER SALES MIG101232"
11590;"ORDER SALES MIG101191"
12406;"ORDER SALES MIG102007"
14864;"ORDER SALES MIG104465"
14813;"ORDER SALES MIG104414"
13946;"ORDER SALES MIG103547"
13934;"ORDER SALES MIG103535"
13502;"ORDER SALES MIG103103"
13413;"ORDER SALES MIG103014"
13275;"ORDER SALES MIG102876"
13258;"ORDER SALES MIG102859"
13092;"ORDER SALES MIG102693"
12351;"ORDER SALES MIG101952"
12346;"ORDER SALES MIG101947"
12132;"ORDER SALES MIG101733"
12097;"ORDER SALES MIG101698"
11887;"ORDER SALES MIG101488"
11712;"ORDER SALES MIG101313"
10791;"ORDER SALES MIG100392"
10719;"ORDER SALES MIG100320"
10608;"ORDER SALES MIG100209"
10428;"ORDER SALES MIG100029"
15044;"ORDER SALES MIG104645"
14913;"ORDER SALES MIG104514"
14467;"ORDER SALES MIG104068"
14202;"ORDER SALES MIG103803"
14072;"ORDER SALES MIG103673"
13808;"ORDER SALES MIG103409"
13772;"ORDER SALES MIG103373"
13665;"ORDER SALES MIG103266"
13265;"ORDER SALES MIG102866"
12722;"ORDER SALES MIG102323"
12171;"ORDER SALES MIG101772"
12049;"ORDER SALES MIG101650"
11856;"ORDER SALES MIG101457"
11596;"ORDER SALES MIG101197"
11531;"ORDER SALES MIG101132"
11340;"ORDER SALES MIG100941"
11136;"ORDER SALES MIG100737"
11070;"ORDER SALES MIG100671"
11044;"ORDER SALES MIG100645"
10813;"ORDER SALES MIG100414"
10668;"ORDER SALES MIG100269"
10570;"ORDER SALES MIG100171"
15009;"ORDER SALES MIG104610"
11990;"ORDER SALES MIG101591"
11913;"ORDER SALES MIG101514"
11711;"ORDER SALES MIG101312"
11362;"ORDER SALES MIG100963"
15383;"ORDER SALES MIG104984"
14267;"ORDER SALES MIG103868"
12994;"ORDER SALES MIG102595"
12579;"ORDER SALES MIG102180"
11718;"ORDER SALES MIG101319"
15317;"ORDER SALES MIG104918"
15156;"ORDER SALES MIG104757"
15107;"ORDER SALES MIG104708"
14956;"ORDER SALES MIG104557"
14627;"ORDER SALES MIG104228"
14182;"ORDER SALES MIG103783"
11954;"ORDER SALES MIG101555"
11295;"ORDER SALES MIG100896"
11144;"ORDER SALES MIG100745"
10709;"ORDER SALES MIG100310"
15031;"ORDER SALES MIG104632"
14701;"ORDER SALES MIG104302"
14435;"ORDER SALES MIG104036"
13637;"ORDER SALES MIG103238"
15351;"ORDER SALES MIG104952"
15073;"ORDER SALES MIG104674"
14868;"ORDER SALES MIG104469"
14618;"ORDER SALES MIG104219"
12917;"ORDER SALES MIG102518"
12847;"ORDER SALES MIG102448"
12556;"ORDER SALES MIG102157"
12370;"ORDER SALES MIG101971"
12135;"ORDER SALES MIG101736"
11857;"ORDER SALES MIG101458"
11790;"ORDER SALES MIG101391"
15001;"ORDER SALES MIG104602"
14947;"ORDER SALES MIG104548"
14944;"ORDER SALES MIG104545"
14493;"ORDER SALES MIG104094"
14445;"ORDER SALES MIG104046"
14145;"ORDER SALES MIG103746"
14013;"ORDER SALES MIG103614"
13937;"ORDER SALES MIG103538"
13342;"ORDER SALES MIG102943"
13217;"ORDER SALES MIG102818"
13197;"ORDER SALES MIG102798"
13192;"ORDER SALES MIG102793"
12591;"ORDER SALES MIG102192"
12445;"ORDER SALES MIG102046"
11733;"ORDER SALES MIG101334"
11377;"ORDER SALES MIG100978"
11194;"ORDER SALES MIG100795"
10800;"ORDER SALES MIG100401"
12152;"ORDER SALES MIG101753"
10721;"ORDER SALES MIG100322"
14858;"ORDER SALES MIG104459"
14062;"ORDER SALES MIG103663"
11715;"ORDER SALES MIG101316"
15286;"ORDER SALES MIG104887"
14297;"ORDER SALES MIG103898"
14257;"ORDER SALES MIG103858"
13051;"ORDER SALES MIG102652"
11953;"ORDER SALES MIG101554"
11196;"ORDER SALES MIG100797"
10906;"ORDER SALES MIG100507"
14486;"ORDER SALES MIG104087"
13470;"ORDER SALES MIG103071"
13076;"ORDER SALES MIG102677"
12914;"ORDER SALES MIG102515"
12419;"ORDER SALES MIG102020"
11997;"ORDER SALES MIG101598"
11940;"ORDER SALES MIG101541"
10997;"ORDER SALES MIG100598"
10683;"ORDER SALES MIG100284"
15309;"ORDER SALES MIG104910"
15039;"ORDER SALES MIG104640"
15016;"ORDER SALES MIG104617"
13659;"ORDER SALES MIG103260"
11894;"ORDER SALES MIG101495"
11289;"ORDER SALES MIG100890"
11149;"ORDER SALES MIG100750"
10764;"ORDER SALES MIG100365"
15040;"ORDER SALES MIG104641"
14972;"ORDER SALES MIG104573"
14162;"ORDER SALES MIG103763"
13251;"ORDER SALES MIG102852"
13113;"ORDER SALES MIG102714"
12480;"ORDER SALES MIG102081"
12229;"ORDER SALES MIG101830"
12000;"ORDER SALES MIG101601"
11921;"ORDER SALES MIG101522"
11799;"ORDER SALES MIG101400"
11645;"ORDER SALES MIG101246"
11330;"ORDER SALES MIG100931"
11191;"ORDER SALES MIG100792"
11168;"ORDER SALES MIG100769"
10983;"ORDER SALES MIG100584"
13756;"ORDER SALES MIG103357"
14124;"ORDER SALES MIG103725"
13795;"ORDER SALES MIG103396"
13735;"ORDER SALES MIG103336"
14671;"ORDER SALES MIG104272"
13998;"ORDER SALES MIG103599"
13925;"ORDER SALES MIG103526"
13859;"ORDER SALES MIG103460"
12955;"ORDER SALES MIG102556"
12765;"ORDER SALES MIG102366"
12694;"ORDER SALES MIG102295"
12600;"ORDER SALES MIG102201"
12519;"ORDER SALES MIG102120"
12510;"ORDER SALES MIG102111"
12207;"ORDER SALES MIG101808"
11041;"ORDER SALES MIG100642"
10852;"ORDER SALES MIG100453"
14001;"ORDER SALES MIG103602"
13969;"ORDER SALES MIG103570"
13532;"ORDER SALES MIG103133"
12293;"ORDER SALES MIG101894"
11667;"ORDER SALES MIG101268"
11169;"ORDER SALES MIG100770"
11115;"ORDER SALES MIG100716"
15266;"ORDER SALES MIG104867"
15013;"ORDER SALES MIG104614"
14636;"ORDER SALES MIG104237"
14582;"ORDER SALES MIG104183"
14029;"ORDER SALES MIG103630"
13766;"ORDER SALES MIG103367"
13504;"ORDER SALES MIG103105"
13332;"ORDER SALES MIG102933"
12858;"ORDER SALES MIG102459"
12829;"ORDER SALES MIG102430"
10948;"ORDER SALES MIG100549"
10880;"ORDER SALES MIG100481"
15251;"ORDER SALES MIG104852"
14826;"ORDER SALES MIG104427"
14262;"ORDER SALES MIG103863"
13427;"ORDER SALES MIG103028"
13373;"ORDER SALES MIG102974"
13033;"ORDER SALES MIG102634"
12830;"ORDER SALES MIG102431"
12801;"ORDER SALES MIG102402"
12129;"ORDER SALES MIG101730"
12125;"ORDER SALES MIG101726"
12005;"ORDER SALES MIG101606"
11663;"ORDER SALES MIG101264"
14737;"ORDER SALES MIG104338"
11128;"ORDER SALES MIG100729"
15366;"ORDER SALES MIG104967"
14358;"ORDER SALES MIG103959"
13570;"ORDER SALES MIG103171"
11056;"ORDER SALES MIG100657"
10969;"ORDER SALES MIG100570"
12813;"ORDER SALES MIG102414"
12078;"ORDER SALES MIG101679"
15371;"ORDER SALES MIG104972"
13009;"ORDER SALES MIG102610"
12733;"ORDER SALES MIG102334"
11722;"ORDER SALES MIG101323"
11479;"ORDER SALES MIG101080"
10447;"ORDER SALES MIG100048"
13773;"ORDER SALES MIG103374"
10550;"ORDER SALES MIG100151"
15339;"ORDER SALES MIG104940"
15207;"ORDER SALES MIG104808"
14761;"ORDER SALES MIG104362"
14337;"ORDER SALES MIG103938"
14278;"ORDER SALES MIG103879"
14216;"ORDER SALES MIG103817"
14115;"ORDER SALES MIG103716"
14099;"ORDER SALES MIG103700"
13636;"ORDER SALES MIG103237"
12973;"ORDER SALES MIG102574"
12460;"ORDER SALES MIG102061"
12110;"ORDER SALES MIG101711"
11592;"ORDER SALES MIG101193"
11192;"ORDER SALES MIG100793"
14393;"ORDER SALES MIG103994"
14325;"ORDER SALES MIG103926"
14193;"ORDER SALES MIG103794"
13416;"ORDER SALES MIG103017"
13162;"ORDER SALES MIG102763"
12987;"ORDER SALES MIG102588"
12863;"ORDER SALES MIG102464"
12520;"ORDER SALES MIG102121"
11747;"ORDER SALES MIG101348"
11672;"ORDER SALES MIG101273"
11604;"ORDER SALES MIG101205"
11401;"ORDER SALES MIG101002"
11315;"ORDER SALES MIG100916"
11285;"ORDER SALES MIG100886"
11113;"ORDER SALES MIG100714"
10956;"ORDER SALES MIG100557"
10530;"ORDER SALES MIG100131"
11528;"ORDER SALES MIG101129"
11187;"ORDER SALES MIG100788"
15158;"ORDER SALES MIG104759"
13799;"ORDER SALES MIG103400"
13586;"ORDER SALES MIG103187"
12150;"ORDER SALES MIG101751"
14561;"ORDER SALES MIG104162"
14556;"ORDER SALES MIG104157"
13740;"ORDER SALES MIG103341"
13661;"ORDER SALES MIG103262"
13498;"ORDER SALES MIG103099"
11661;"ORDER SALES MIG101262"
11441;"ORDER SALES MIG101042"
10402;"ORDER SALES MIG100003"
14705;"ORDER SALES MIG104306"
13377;"ORDER SALES MIG102978"
11268;"ORDER SALES MIG100869"
10528;"ORDER SALES MIG100129"
15323;"ORDER SALES MIG104924"
14785;"ORDER SALES MIG104386"
13822;"ORDER SALES MIG103423"
13755;"ORDER SALES MIG103356"
10867;"ORDER SALES MIG100468"
10655;"ORDER SALES MIG100256"
15296;"ORDER SALES MIG104897"
15100;"ORDER SALES MIG104701"
14991;"ORDER SALES MIG104592"
14689;"ORDER SALES MIG104290"
14668;"ORDER SALES MIG104269"
14616;"ORDER SALES MIG104217"
14447;"ORDER SALES MIG104048"
13988;"ORDER SALES MIG103589"
12176;"ORDER SALES MIG101777"
11965;"ORDER SALES MIG101566"
11439;"ORDER SALES MIG101040"
11392;"ORDER SALES MIG100993"
