"IDE_PEDIDO","IDE_PEDIDO_EST","DES_PEDIDO","IDE_PROVEEDOR","DES_PROVEEDOR"
14275,"SO MIG103876","ORDER SALES MIG103876","FedEx","CARRIER FedEx"
14276,"SO MIG103877","ORDER SALES MIG103877","FedEx","CARRIER FedEx"
14277,"SO MIG103878","ORDER SALES MIG103878","FedEx","CARRIER FedEx"
14278,"SO MIG103879","ORDER SALES MIG103879","FedEx","CARRIER FedEx"
14279,"SO MIG103880","ORDER SALES MIG103880","FedEx","CARRIER FedEx"
14280,"SO MIG103881","ORDER SALES MIG103881","FedEx","CARRIER FedEx"
14281,"SO MIG103882","ORDER SALES MIG103882","FedEx","CARRIER FedEx"
14282,"SO MIG103883","ORDER SALES MIG103883","FedEx","CARRIER FedEx"
14283,"SO MIG103884","ORDER SALES MIG103884","FedEx","CARRIER FedEx"
14284,"SO MIG103885","ORDER SALES MIG103885","FedEx","CARRIER FedEx"
14285,"SO MIG103886","ORDER SALES MIG103886","FedEx","CARRIER FedEx"
14286,"SO MIG103887","ORDER SALES MIG103887","FedEx","CARRIER FedEx"
14287,"SO MIG103888","ORDER SALES MIG103888","FedEx","CARRIER FedEx"
14288,"SO MIG103889","ORDER SALES MIG103889","FedEx","CARRIER FedEx"
14289,"SO MIG103890","ORDER SALES MIG103890","FedEx","CARRIER FedEx"
14290,"SO MIG103891","ORDER SALES MIG103891","FedEx","CARRIER FedEx"
14291,"SO MIG103892","ORDER SALES MIG103892","FedEx","CARRIER FedEx"
14292,"SO MIG103893","ORDER SALES MIG103893","FedEx","CARRIER FedEx"
14293,"SO MIG103894","ORDER SALES MIG103894","FedEx","CARRIER FedEx"
14294,"SO MIG103895","ORDER SALES MIG103895","FedEx","CARRIER FedEx"
14295,"SO MIG103896","ORDER SALES MIG103896","FedEx","CARRIER FedEx"
14296,"SO MIG103897","ORDER SALES MIG103897","FedEx","CARRIER FedEx"
14297,"SO MIG103898","ORDER SALES MIG103898","FedEx","CARRIER FedEx"
14298,"SO MIG103899","ORDER SALES MIG103899","FedEx","CARRIER FedEx"
14299,"SO MIG103900","ORDER SALES MIG103900","FedEx","CARRIER FedEx"
14300,"SO MIG103901","ORDER SALES MIG103901","FedEx","CARRIER FedEx"
14301,"SO MIG103902","ORDER SALES MIG103902","FedEx","CARRIER FedEx"
14302,"SO MIG103903","ORDER SALES MIG103903","FedEx","CARRIER FedEx"
14303,"SO MIG103904","ORDER SALES MIG103904","FedEx","CARRIER FedEx"
14304,"SO MIG103905","ORDER SALES MIG103905","FedEx","CARRIER FedEx"
14305,"SO MIG103906","ORDER SALES MIG103906","FedEx","CARRIER FedEx"
14306,"SO MIG103907","ORDER SALES MIG103907","FedEx","CARRIER FedEx"
14307,"SO MIG103908","ORDER SALES MIG103908","FedEx","CARRIER FedEx"
14308,"SO MIG103909","ORDER SALES MIG103909","FedEx","CARRIER FedEx"
14309,"SO MIG103910","ORDER SALES MIG103910","FedEx","CARRIER FedEx"
14310,"SO MIG103911","ORDER SALES MIG103911","FedEx","CARRIER FedEx"
14311,"SO MIG103912","ORDER SALES MIG103912","FedEx","CARRIER FedEx"
14312,"SO MIG103913","ORDER SALES MIG103913","FedEx","CARRIER FedEx"
14313,"SO MIG103914","ORDER SALES MIG103914","FedEx","CARRIER FedEx"
14314,"SO MIG103915","ORDER SALES MIG103915","FedEx","CARRIER FedEx"
14315,"SO MIG103916","ORDER SALES MIG103916","FedEx","CARRIER FedEx"
14316,"SO MIG103917","ORDER SALES MIG103917","FedEx","CARRIER FedEx"
14317,"SO MIG103918","ORDER SALES MIG103918","FedEx","CARRIER FedEx"
14318,"SO MIG103919","ORDER SALES MIG103919","FedEx","CARRIER FedEx"
14319,"SO MIG103920","ORDER SALES MIG103920","FedEx","CARRIER FedEx"
14320,"SO MIG103921","ORDER SALES MIG103921","FedEx","CARRIER FedEx"
14321,"SO MIG103922","ORDER SALES MIG103922","FedEx","CARRIER FedEx"
14322,"SO MIG103923","ORDER SALES MIG103923","FedEx","CARRIER FedEx"
14323,"SO MIG103924","ORDER SALES MIG103924","FedEx","CARRIER FedEx"
14324,"SO MIG103925","ORDER SALES MIG103925","FedEx","CARRIER FedEx"
14325,"SO MIG103926","ORDER SALES MIG103926","FedEx","CARRIER FedEx"
14326,"SO MIG103927","ORDER SALES MIG103927","FedEx","CARRIER FedEx"
14327,"SO MIG103928","ORDER SALES MIG103928","FedEx","CARRIER FedEx"
14328,"SO MIG103929","ORDER SALES MIG103929","FedEx","CARRIER FedEx"
14329,"SO MIG103930","ORDER SALES MIG103930","FedEx","CARRIER FedEx"
14330,"SO MIG103931","ORDER SALES MIG103931","FedEx","CARRIER FedEx"
14331,"SO MIG103932","ORDER SALES MIG103932","FedEx","CARRIER FedEx"
14332,"SO MIG103933","ORDER SALES MIG103933","FedEx","CARRIER FedEx"
14333,"SO MIG103934","ORDER SALES MIG103934","FedEx","CARRIER FedEx"
14334,"SO MIG103935","ORDER SALES MIG103935","FedEx","CARRIER FedEx"
14335,"SO MIG103936","ORDER SALES MIG103936","FedEx","CARRIER FedEx"
14336,"SO MIG103937","ORDER SALES MIG103937","FedEx","CARRIER FedEx"
14337,"SO MIG103938","ORDER SALES MIG103938","FedEx","CARRIER FedEx"
14338,"SO MIG103939","ORDER SALES MIG103939","FedEx","CARRIER FedEx"
14339,"SO MIG103940","ORDER SALES MIG103940","FedEx","CARRIER FedEx"
14340,"SO MIG103941","ORDER SALES MIG103941","FedEx","CARRIER FedEx"
14341,"SO MIG103942","ORDER SALES MIG103942","FedEx","CARRIER FedEx"
14342,"SO MIG103943","ORDER SALES MIG103943","FedEx","CARRIER FedEx"
14343,"SO MIG103944","ORDER SALES MIG103944","FedEx","CARRIER FedEx"
14344,"SO MIG103945","ORDER SALES MIG103945","FedEx","CARRIER FedEx"
14345,"SO MIG103946","ORDER SALES MIG103946","FedEx","CARRIER FedEx"
14346,"SO MIG103947","ORDER SALES MIG103947","FedEx","CARRIER FedEx"
14347,"SO MIG103948","ORDER SALES MIG103948","FedEx","CARRIER FedEx"
14348,"SO MIG103949","ORDER SALES MIG103949","FedEx","CARRIER FedEx"
14349,"SO MIG103950","ORDER SALES MIG103950","FedEx","CARRIER FedEx"
14350,"SO MIG103951","ORDER SALES MIG103951","FedEx","CARRIER FedEx"
14351,"SO MIG103952","ORDER SALES MIG103952","FedEx","CARRIER FedEx"
14352,"SO MIG103953","ORDER SALES MIG103953","FedEx","CARRIER FedEx"
14353,"SO MIG103954","ORDER SALES MIG103954","FedEx","CARRIER FedEx"
14354,"SO MIG103955","ORDER SALES MIG103955","FedEx","CARRIER FedEx"
14355,"SO MIG103956","ORDER SALES MIG103956","FedEx","CARRIER FedEx"
14356,"SO MIG103957","ORDER SALES MIG103957","FedEx","CARRIER FedEx"
14357,"SO MIG103958","ORDER SALES MIG103958","FedEx","CARRIER FedEx"
14358,"SO MIG103959","ORDER SALES MIG103959","FedEx","CARRIER FedEx"
14359,"SO MIG103960","ORDER SALES MIG103960","FedEx","CARRIER FedEx"
14360,"SO MIG103961","ORDER SALES MIG103961","FedEx","CARRIER FedEx"
14361,"SO MIG103962","ORDER SALES MIG103962","FedEx","CARRIER FedEx"
14362,"SO MIG103963","ORDER SALES MIG103963","FedEx","CARRIER FedEx"
14363,"SO MIG103964","ORDER SALES MIG103964","FedEx","CARRIER FedEx"
14364,"SO MIG103965","ORDER SALES MIG103965","FedEx","CARRIER FedEx"
14365,"SO MIG103966","ORDER SALES MIG103966","FedEx","CARRIER FedEx"
14366,"SO MIG103967","ORDER SALES MIG103967","FedEx","CARRIER FedEx"
14367,"SO MIG103968","ORDER SALES MIG103968","FedEx","CARRIER FedEx"
14368,"SO MIG103969","ORDER SALES MIG103969","FedEx","CARRIER FedEx"
14369,"SO MIG103970","ORDER SALES MIG103970","FedEx","CARRIER FedEx"
14370,"SO MIG103971","ORDER SALES MIG103971","FedEx","CARRIER FedEx"
14371,"SO MIG103972","ORDER SALES MIG103972","FedEx","CARRIER FedEx"
14372,"SO MIG103973","ORDER SALES MIG103973","FedEx","CARRIER FedEx"
14373,"SO MIG103974","ORDER SALES MIG103974","FedEx","CARRIER FedEx"
14374,"SO MIG103975","ORDER SALES MIG103975","FedEx","CARRIER FedEx"
14375,"SO MIG103976","ORDER SALES MIG103976","FedEx","CARRIER FedEx"
14376,"SO MIG103977","ORDER SALES MIG103977","FedEx","CARRIER FedEx"
14377,"SO MIG103978","ORDER SALES MIG103978","FedEx","CARRIER FedEx"
14378,"SO MIG103979","ORDER SALES MIG103979","FedEx","CARRIER FedEx"
14379,"SO MIG103980","ORDER SALES MIG103980","FedEx","CARRIER FedEx"
14380,"SO MIG103981","ORDER SALES MIG103981","FedEx","CARRIER FedEx"
14381,"SO MIG103982","ORDER SALES MIG103982","FedEx","CARRIER FedEx"
14382,"SO MIG103983","ORDER SALES MIG103983","FedEx","CARRIER FedEx"
14383,"SO MIG103984","ORDER SALES MIG103984","FedEx","CARRIER FedEx"
14384,"SO MIG103985","ORDER SALES MIG103985","FedEx","CARRIER FedEx"
14385,"SO MIG103986","ORDER SALES MIG103986","FedEx","CARRIER FedEx"
14386,"SO MIG103987","ORDER SALES MIG103987","FedEx","CARRIER FedEx"
14387,"SO MIG103988","ORDER SALES MIG103988","FedEx","CARRIER FedEx"
14388,"SO MIG103989","ORDER SALES MIG103989","FedEx","CARRIER FedEx"
14389,"SO MIG103990","ORDER SALES MIG103990","FedEx","CARRIER FedEx"
14390,"SO MIG103991","ORDER SALES MIG103991","FedEx","CARRIER FedEx"
14391,"SO MIG103992","ORDER SALES MIG103992","FedEx","CARRIER FedEx"
14392,"SO MIG103993","ORDER SALES MIG103993","FedEx","CARRIER FedEx"
14393,"SO MIG103994","ORDER SALES MIG103994","FedEx","CARRIER FedEx"
14394,"SO MIG103995","ORDER SALES MIG103995","FedEx","CARRIER FedEx"
14395,"SO MIG103996","ORDER SALES MIG103996","FedEx","CARRIER FedEx"
14396,"SO MIG103997","ORDER SALES MIG103997","FedEx","CARRIER FedEx"
14397,"SO MIG103998","ORDER SALES MIG103998","FedEx","CARRIER FedEx"
14398,"SO MIG103999","ORDER SALES MIG103999","FedEx","CARRIER FedEx"
14399,"SO MIG104000","ORDER SALES MIG104000","FedEx","CARRIER FedEx"
14400,"SO MIG104001","ORDER SALES MIG104001","FedEx","CARRIER FedEx"
14401,"SO MIG104002","ORDER SALES MIG104002","FedEx","CARRIER FedEx"
14402,"SO MIG104003","ORDER SALES MIG104003","FedEx","CARRIER FedEx"
14403,"SO MIG104004","ORDER SALES MIG104004","FedEx","CARRIER FedEx"
14404,"SO MIG104005","ORDER SALES MIG104005","FedEx","CARRIER FedEx"
14405,"SO MIG104006","ORDER SALES MIG104006","FedEx","CARRIER FedEx"
14406,"SO MIG104007","ORDER SALES MIG104007","FedEx","CARRIER FedEx"
14407,"SO MIG104008","ORDER SALES MIG104008","FedEx","CARRIER FedEx"
14408,"SO MIG104009","ORDER SALES MIG104009","FedEx","CARRIER FedEx"
14409,"SO MIG104010","ORDER SALES MIG104010","FedEx","CARRIER FedEx"
14410,"SO MIG104011","ORDER SALES MIG104011","FedEx","CARRIER FedEx"
14411,"SO MIG104012","ORDER SALES MIG104012","FedEx","CARRIER FedEx"
14412,"SO MIG104013","ORDER SALES MIG104013","FedEx","CARRIER FedEx"
14413,"SO MIG104014","ORDER SALES MIG104014","FedEx","CARRIER FedEx"
14414,"SO MIG104015","ORDER SALES MIG104015","FedEx","CARRIER FedEx"
14415,"SO MIG104016","ORDER SALES MIG104016","FedEx","CARRIER FedEx"
14416,"SO MIG104017","ORDER SALES MIG104017","FedEx","CARRIER FedEx"
14417,"SO MIG104018","ORDER SALES MIG104018","FedEx","CARRIER FedEx"
14418,"SO MIG104019","ORDER SALES MIG104019","FedEx","CARRIER FedEx"
14419,"SO MIG104020","ORDER SALES MIG104020","FedEx","CARRIER FedEx"
14420,"SO MIG104021","ORDER SALES MIG104021","FedEx","CARRIER FedEx"
14421,"SO MIG104022","ORDER SALES MIG104022","FedEx","CARRIER FedEx"
14422,"SO MIG104023","ORDER SALES MIG104023","FedEx","CARRIER FedEx"
14423,"SO MIG104024","ORDER SALES MIG104024","FedEx","CARRIER FedEx"
14424,"SO MIG104025","ORDER SALES MIG104025","FedEx","CARRIER FedEx"
14425,"SO MIG104026","ORDER SALES MIG104026","FedEx","CARRIER FedEx"
14426,"SO MIG104027","ORDER SALES MIG104027","FedEx","CARRIER FedEx"
14427,"SO MIG104028","ORDER SALES MIG104028","FedEx","CARRIER FedEx"
14428,"SO MIG104029","ORDER SALES MIG104029","FedEx","CARRIER FedEx"
14429,"SO MIG104030","ORDER SALES MIG104030","FedEx","CARRIER FedEx"
14430,"SO MIG104031","ORDER SALES MIG104031","FedEx","CARRIER FedEx"
14431,"SO MIG104032","ORDER SALES MIG104032","FedEx","CARRIER FedEx"
14432,"SO MIG104033","ORDER SALES MIG104033","FedEx","CARRIER FedEx"
14433,"SO MIG104034","ORDER SALES MIG104034","FedEx","CARRIER FedEx"
14434,"SO MIG104035","ORDER SALES MIG104035","FedEx","CARRIER FedEx"
14435,"SO MIG104036","ORDER SALES MIG104036","FedEx","CARRIER FedEx"
14436,"SO MIG104037","ORDER SALES MIG104037","FedEx","CARRIER FedEx"
14437,"SO MIG104038","ORDER SALES MIG104038","FedEx","CARRIER FedEx"
14438,"SO MIG104039","ORDER SALES MIG104039","FedEx","CARRIER FedEx"
14439,"SO MIG104040","ORDER SALES MIG104040","FedEx","CARRIER FedEx"
14440,"SO MIG104041","ORDER SALES MIG104041","FedEx","CARRIER FedEx"
14441,"SO MIG104042","ORDER SALES MIG104042","FedEx","CARRIER FedEx"
14442,"SO MIG104043","ORDER SALES MIG104043","FedEx","CARRIER FedEx"
14443,"SO MIG104044","ORDER SALES MIG104044","FedEx","CARRIER FedEx"
14444,"SO MIG104045","ORDER SALES MIG104045","FedEx","CARRIER FedEx"
14445,"SO MIG104046","ORDER SALES MIG104046","FedEx","CARRIER FedEx"
14446,"SO MIG104047","ORDER SALES MIG104047","FedEx","CARRIER FedEx"
14447,"SO MIG104048","ORDER SALES MIG104048","FedEx","CARRIER FedEx"
14448,"SO MIG104049","ORDER SALES MIG104049","FedEx","CARRIER FedEx"
14449,"SO MIG104050","ORDER SALES MIG104050","FedEx","CARRIER FedEx"
14450,"SO MIG104051","ORDER SALES MIG104051","FedEx","CARRIER FedEx"
14451,"SO MIG104052","ORDER SALES MIG104052","FedEx","CARRIER FedEx"
14452,"SO MIG104053","ORDER SALES MIG104053","FedEx","CARRIER FedEx"
14453,"SO MIG104054","ORDER SALES MIG104054","FedEx","CARRIER FedEx"
14454,"SO MIG104055","ORDER SALES MIG104055","FedEx","CARRIER FedEx"
14455,"SO MIG104056","ORDER SALES MIG104056","FedEx","CARRIER FedEx"
14456,"SO MIG104057","ORDER SALES MIG104057","FedEx","CARRIER FedEx"
14457,"SO MIG104058","ORDER SALES MIG104058","FedEx","CARRIER FedEx"
14458,"SO MIG104059","ORDER SALES MIG104059","FedEx","CARRIER FedEx"
14459,"SO MIG104060","ORDER SALES MIG104060","FedEx","CARRIER FedEx"
14460,"SO MIG104061","ORDER SALES MIG104061","FedEx","CARRIER FedEx"
14461,"SO MIG104062","ORDER SALES MIG104062","FedEx","CARRIER FedEx"
14462,"SO MIG104063","ORDER SALES MIG104063","FedEx","CARRIER FedEx"
14463,"SO MIG104064","ORDER SALES MIG104064","FedEx","CARRIER FedEx"
14464,"SO MIG104065","ORDER SALES MIG104065","FedEx","CARRIER FedEx"
14465,"SO MIG104066","ORDER SALES MIG104066","FedEx","CARRIER FedEx"
14466,"SO MIG104067","ORDER SALES MIG104067","FedEx","CARRIER FedEx"
14467,"SO MIG104068","ORDER SALES MIG104068","FedEx","CARRIER FedEx"
14468,"SO MIG104069","ORDER SALES MIG104069","FedEx","CARRIER FedEx"
14469,"SO MIG104070","ORDER SALES MIG104070","FedEx","CARRIER FedEx"
14470,"SO MIG104071","ORDER SALES MIG104071","FedEx","CARRIER FedEx"
14471,"SO MIG104072","ORDER SALES MIG104072","FedEx","CARRIER FedEx"
14472,"SO MIG104073","ORDER SALES MIG104073","FedEx","CARRIER FedEx"
14473,"SO MIG104074","ORDER SALES MIG104074","FedEx","CARRIER FedEx"
14474,"SO MIG104075","ORDER SALES MIG104075","FedEx","CARRIER FedEx"
14475,"SO MIG104076","ORDER SALES MIG104076","FedEx","CARRIER FedEx"
14476,"SO MIG104077","ORDER SALES MIG104077","FedEx","CARRIER FedEx"
14477,"SO MIG104078","ORDER SALES MIG104078","FedEx","CARRIER FedEx"
14478,"SO MIG104079","ORDER SALES MIG104079","FedEx","CARRIER FedEx"
14479,"SO MIG104080","ORDER SALES MIG104080","FedEx","CARRIER FedEx"
14480,"SO MIG104081","ORDER SALES MIG104081","FedEx","CARRIER FedEx"
14481,"SO MIG104082","ORDER SALES MIG104082","FedEx","CARRIER FedEx"
14482,"SO MIG104083","ORDER SALES MIG104083","FedEx","CARRIER FedEx"
14483,"SO MIG104084","ORDER SALES MIG104084","FedEx","CARRIER FedEx"
14484,"SO MIG104085","ORDER SALES MIG104085","FedEx","CARRIER FedEx"
14485,"SO MIG104086","ORDER SALES MIG104086","FedEx","CARRIER FedEx"
14486,"SO MIG104087","ORDER SALES MIG104087","FedEx","CARRIER FedEx"
14487,"SO MIG104088","ORDER SALES MIG104088","FedEx","CARRIER FedEx"
14488,"SO MIG104089","ORDER SALES MIG104089","FedEx","CARRIER FedEx"
14489,"SO MIG104090","ORDER SALES MIG104090","FedEx","CARRIER FedEx"
14490,"SO MIG104091","ORDER SALES MIG104091","FedEx","CARRIER FedEx"
14491,"SO MIG104092","ORDER SALES MIG104092","FedEx","CARRIER FedEx"
14492,"SO MIG104093","ORDER SALES MIG104093","FedEx","CARRIER FedEx"
14493,"SO MIG104094","ORDER SALES MIG104094","FedEx","CARRIER FedEx"
14494,"SO MIG104095","ORDER SALES MIG104095","FedEx","CARRIER FedEx"
14495,"SO MIG104096","ORDER SALES MIG104096","FedEx","CARRIER FedEx"
14496,"SO MIG104097","ORDER SALES MIG104097","FedEx","CARRIER FedEx"
14497,"SO MIG104098","ORDER SALES MIG104098","FedEx","CARRIER FedEx"
14498,"SO MIG104099","ORDER SALES MIG104099","FedEx","CARRIER FedEx"
14499,"SO MIG104100","ORDER SALES MIG104100","FedEx","CARRIER FedEx"
14500,"SO MIG104101","ORDER SALES MIG104101","FedEx","CARRIER FedEx"
14501,"SO MIG104102","ORDER SALES MIG104102","FedEx","CARRIER FedEx"
14502,"SO MIG104103","ORDER SALES MIG104103","FedEx","CARRIER FedEx"
14503,"SO MIG104104","ORDER SALES MIG104104","FedEx","CARRIER FedEx"
14504,"SO MIG104105","ORDER SALES MIG104105","FedEx","CARRIER FedEx"
14505,"SO MIG104106","ORDER SALES MIG104106","FedEx","CARRIER FedEx"
14506,"SO MIG104107","ORDER SALES MIG104107","FedEx","CARRIER FedEx"
14507,"SO MIG104108","ORDER SALES MIG104108","FedEx","CARRIER FedEx"
14508,"SO MIG104109","ORDER SALES MIG104109","FedEx","CARRIER FedEx"
14509,"SO MIG104110","ORDER SALES MIG104110","FedEx","CARRIER FedEx"
14510,"SO MIG104111","ORDER SALES MIG104111","FedEx","CARRIER FedEx"
14511,"SO MIG104112","ORDER SALES MIG104112","FedEx","CARRIER FedEx"
14512,"SO MIG104113","ORDER SALES MIG104113","FedEx","CARRIER FedEx"
14513,"SO MIG104114","ORDER SALES MIG104114","FedEx","CARRIER FedEx"
14514,"SO MIG104115","ORDER SALES MIG104115","FedEx","CARRIER FedEx"
14515,"SO MIG104116","ORDER SALES MIG104116","FedEx","CARRIER FedEx"
14516,"SO MIG104117","ORDER SALES MIG104117","FedEx","CARRIER FedEx"
14517,"SO MIG104118","ORDER SALES MIG104118","FedEx","CARRIER FedEx"
14518,"SO MIG104119","ORDER SALES MIG104119","FedEx","CARRIER FedEx"
14519,"SO MIG104120","ORDER SALES MIG104120","FedEx","CARRIER FedEx"
14520,"SO MIG104121","ORDER SALES MIG104121","FedEx","CARRIER FedEx"
14521,"SO MIG104122","ORDER SALES MIG104122","FedEx","CARRIER FedEx"
14522,"SO MIG104123","ORDER SALES MIG104123","FedEx","CARRIER FedEx"
14523,"SO MIG104124","ORDER SALES MIG104124","FedEx","CARRIER FedEx"
14524,"SO MIG104125","ORDER SALES MIG104125","FedEx","CARRIER FedEx"
14525,"SO MIG104126","ORDER SALES MIG104126","FedEx","CARRIER FedEx"
14526,"SO MIG104127","ORDER SALES MIG104127","FedEx","CARRIER FedEx"
14527,"SO MIG104128","ORDER SALES MIG104128","FedEx","CARRIER FedEx"
14528,"SO MIG104129","ORDER SALES MIG104129","FedEx","CARRIER FedEx"
14529,"SO MIG104130","ORDER SALES MIG104130","FedEx","CARRIER FedEx"
14530,"SO MIG104131","ORDER SALES MIG104131","FedEx","CARRIER FedEx"
14531,"SO MIG104132","ORDER SALES MIG104132","FedEx","CARRIER FedEx"
14532,"SO MIG104133","ORDER SALES MIG104133","FedEx","CARRIER FedEx"
14533,"SO MIG104134","ORDER SALES MIG104134","FedEx","CARRIER FedEx"
14534,"SO MIG104135","ORDER SALES MIG104135","FedEx","CARRIER FedEx"
14535,"SO MIG104136","ORDER SALES MIG104136","FedEx","CARRIER FedEx"
14536,"SO MIG104137","ORDER SALES MIG104137","FedEx","CARRIER FedEx"
14537,"SO MIG104138","ORDER SALES MIG104138","FedEx","CARRIER FedEx"
14538,"SO MIG104139","ORDER SALES MIG104139","FedEx","CARRIER FedEx"
14539,"SO MIG104140","ORDER SALES MIG104140","FedEx","CARRIER FedEx"
14540,"SO MIG104141","ORDER SALES MIG104141","FedEx","CARRIER FedEx"
14541,"SO MIG104142","ORDER SALES MIG104142","FedEx","CARRIER FedEx"
14542,"SO MIG104143","ORDER SALES MIG104143","FedEx","CARRIER FedEx"
14543,"SO MIG104144","ORDER SALES MIG104144","FedEx","CARRIER FedEx"
14544,"SO MIG104145","ORDER SALES MIG104145","FedEx","CARRIER FedEx"
14545,"SO MIG104146","ORDER SALES MIG104146","FedEx","CARRIER FedEx"
14546,"SO MIG104147","ORDER SALES MIG104147","FedEx","CARRIER FedEx"
14547,"SO MIG104148","ORDER SALES MIG104148","FedEx","CARRIER FedEx"
14548,"SO MIG104149","ORDER SALES MIG104149","FedEx","CARRIER FedEx"
14549,"SO MIG104150","ORDER SALES MIG104150","FedEx","CARRIER FedEx"
14550,"SO MIG104151","ORDER SALES MIG104151","FedEx","CARRIER FedEx"
14551,"SO MIG104152","ORDER SALES MIG104152","FedEx","CARRIER FedEx"
14552,"SO MIG104153","ORDER SALES MIG104153","FedEx","CARRIER FedEx"
14553,"SO MIG104154","ORDER SALES MIG104154","FedEx","CARRIER FedEx"
14554,"SO MIG104155","ORDER SALES MIG104155","FedEx","CARRIER FedEx"
14555,"SO MIG104156","ORDER SALES MIG104156","FedEx","CARRIER FedEx"
14556,"SO MIG104157","ORDER SALES MIG104157","FedEx","CARRIER FedEx"
14557,"SO MIG104158","ORDER SALES MIG104158","FedEx","CARRIER FedEx"
14558,"SO MIG104159","ORDER SALES MIG104159","FedEx","CARRIER FedEx"
14559,"SO MIG104160","ORDER SALES MIG104160","FedEx","CARRIER FedEx"
14560,"SO MIG104161","ORDER SALES MIG104161","FedEx","CARRIER FedEx"
14561,"SO MIG104162","ORDER SALES MIG104162","FedEx","CARRIER FedEx"
14562,"SO MIG104163","ORDER SALES MIG104163","FedEx","CARRIER FedEx"
14563,"SO MIG104164","ORDER SALES MIG104164","FedEx","CARRIER FedEx"
14564,"SO MIG104165","ORDER SALES MIG104165","FedEx","CARRIER FedEx"
14565,"SO MIG104166","ORDER SALES MIG104166","FedEx","CARRIER FedEx"
14566,"SO MIG104167","ORDER SALES MIG104167","FedEx","CARRIER FedEx"
14567,"SO MIG104168","ORDER SALES MIG104168","FedEx","CARRIER FedEx"
14568,"SO MIG104169","ORDER SALES MIG104169","FedEx","CARRIER FedEx"
14569,"SO MIG104170","ORDER SALES MIG104170","FedEx","CARRIER FedEx"
14570,"SO MIG104171","ORDER SALES MIG104171","FedEx","CARRIER FedEx"
14571,"SO MIG104172","ORDER SALES MIG104172","FedEx","CARRIER FedEx"
14572,"SO MIG104173","ORDER SALES MIG104173","FedEx","CARRIER FedEx"
14573,"SO MIG104174","ORDER SALES MIG104174","FedEx","CARRIER FedEx"
14574,"SO MIG104175","ORDER SALES MIG104175","FedEx","CARRIER FedEx"
14575,"SO MIG104176","ORDER SALES MIG104176","FedEx","CARRIER FedEx"
14576,"SO MIG104177","ORDER SALES MIG104177","FedEx","CARRIER FedEx"
14577,"SO MIG104178","ORDER SALES MIG104178","FedEx","CARRIER FedEx"
14578,"SO MIG104179","ORDER SALES MIG104179","FedEx","CARRIER FedEx"
14579,"SO MIG104180","ORDER SALES MIG104180","FedEx","CARRIER FedEx"
14580,"SO MIG104181","ORDER SALES MIG104181","FedEx","CARRIER FedEx"
14581,"SO MIG104182","ORDER SALES MIG104182","FedEx","CARRIER FedEx"
14582,"SO MIG104183","ORDER SALES MIG104183","FedEx","CARRIER FedEx"
14583,"SO MIG104184","ORDER SALES MIG104184","FedEx","CARRIER FedEx"
14584,"SO MIG104185","ORDER SALES MIG104185","FedEx","CARRIER FedEx"
14585,"SO MIG104186","ORDER SALES MIG104186","FedEx","CARRIER FedEx"
14586,"SO MIG104187","ORDER SALES MIG104187","FedEx","CARRIER FedEx"
14587,"SO MIG104188","ORDER SALES MIG104188","FedEx","CARRIER FedEx"
14588,"SO MIG104189","ORDER SALES MIG104189","FedEx","CARRIER FedEx"
14589,"SO MIG104190","ORDER SALES MIG104190","FedEx","CARRIER FedEx"
14590,"SO MIG104191","ORDER SALES MIG104191","FedEx","CARRIER FedEx"
14591,"SO MIG104192","ORDER SALES MIG104192","FedEx","CARRIER FedEx"
14592,"SO MIG104193","ORDER SALES MIG104193","FedEx","CARRIER FedEx"
14593,"SO MIG104194","ORDER SALES MIG104194","FedEx","CARRIER FedEx"
14594,"SO MIG104195","ORDER SALES MIG104195","FedEx","CARRIER FedEx"
14595,"SO MIG104196","ORDER SALES MIG104196","FedEx","CARRIER FedEx"
14596,"SO MIG104197","ORDER SALES MIG104197","FedEx","CARRIER FedEx"
14597,"SO MIG104198","ORDER SALES MIG104198","FedEx","CARRIER FedEx"
14598,"SO MIG104199","ORDER SALES MIG104199","FedEx","CARRIER FedEx"
14599,"SO MIG104200","ORDER SALES MIG104200","FedEx","CARRIER FedEx"
14600,"SO MIG104201","ORDER SALES MIG104201","FedEx","CARRIER FedEx"
14601,"SO MIG104202","ORDER SALES MIG104202","FedEx","CARRIER FedEx"
14602,"SO MIG104203","ORDER SALES MIG104203","FedEx","CARRIER FedEx"
14603,"SO MIG104204","ORDER SALES MIG104204","FedEx","CARRIER FedEx"
14604,"SO MIG104205","ORDER SALES MIG104205","FedEx","CARRIER FedEx"
14605,"SO MIG104206","ORDER SALES MIG104206","FedEx","CARRIER FedEx"
14606,"SO MIG104207","ORDER SALES MIG104207","FedEx","CARRIER FedEx"
14607,"SO MIG104208","ORDER SALES MIG104208","FedEx","CARRIER FedEx"
14608,"SO MIG104209","ORDER SALES MIG104209","FedEx","CARRIER FedEx"
14609,"SO MIG104210","ORDER SALES MIG104210","FedEx","CARRIER FedEx"
14610,"SO MIG104211","ORDER SALES MIG104211","FedEx","CARRIER FedEx"
14611,"SO MIG104212","ORDER SALES MIG104212","FedEx","CARRIER FedEx"
14612,"SO MIG104213","ORDER SALES MIG104213","FedEx","CARRIER FedEx"
14613,"SO MIG104214","ORDER SALES MIG104214","FedEx","CARRIER FedEx"
