"IDE_VENTA";"IDE_PEDIDO";"IDE_CLIENTE";"IDE_FECHA";"IDE_PRODUCTO";"IDE_VENDEDOR";"NUM_UNIDADES";"NUM_PRECIO_NETO"
2775;10749;744;"2022-09-29";"PRO14";1;30;300
2583;10551;546;"2022-09-29";"PRO14";1;65;650
2557;10524;519;"2022-09-29";"PRO14";1;24;240
2440;10406;401;"2022-09-29";"PRO14";1;15;150
2045;14508;4503;"2022-09-30";"PRO12";1;1;120
2005;14121;4116;"2022-09-30";"PRO12";5;1;120
1869;12774;2769;"2022-09-30";"PRO12";1;1;120
1752;11691;1686;"2022-09-30";"PRO12";1;1;120
2353;14121;4116;"2022-09-30";"PRO13";1;1;150
2333;13745;3740;"2022-09-30";"PRO13";1;1;150
8520;14508;4503;"2022-09-30";"PRO15";1;1;200
8409;14121;4116;"2022-09-30";"PRO15";1;1;200
8293;13745;3740;"2022-09-30";"PRO15";1;1;200
8245;13565;3560;"2022-09-30";"PRO15";1;1;200
8115;13151;3146;"2022-09-30";"PRO15";1;1;200
7893;12358;2353;"2022-09-30";"PRO15";1;1;200
7754;11876;1871;"2022-09-30";"PRO15";1;1;200
7747;11855;1850;"2022-09-30";"PRO15";1;1;200
7533;11116;1111;"2022-09-30";"PRO15";1;1;200
7421;10728;723;"2022-09-30";"PRO15";1;1;200
11684;15253;5248;"2022-09-30";"PRO16";1;1;180
11506;14959;4954;"2022-09-30";"PRO16";1;1;180
11347;14696;4691;"2022-09-30";"PRO16";1;1;180
11135;14332;4327;"2022-09-30";"PRO16";1;1;180
11095;14272;4267;"2022-09-30";"PRO16";1;1;180
11077;14233;4228;"2022-09-30";"PRO16";1;1;180
11066;14213;4208;"2022-09-30";"PRO16";1;1;180
11003;14121;4116;"2022-09-30";"PRO16";1;1;180
10903;13908;3903;"2022-09-30";"PRO16";1;1;180
10816;13763;3758;"2022-09-30";"PRO16";1;1;180
10805;13745;3740;"2022-09-30";"PRO16";1;1;180
10651;13460;3455;"2022-09-30";"PRO16";1;1;180
10636;13440;3435;"2022-09-30";"PRO16";1;1;180
10447;13151;3146;"2022-09-30";"PRO16";1;1;180
10339;12975;2970;"2022-09-30";"PRO16";1;1;180
10220;12774;2769;"2022-09-30";"PRO16";1;1;180
10109;12594;2589;"2022-09-30";"PRO16";1;1;180
9983;12358;2353;"2022-09-30";"PRO16";1;1;180
9627;11777;1772;"2022-09-30";"PRO16";1;1;180
9575;11688;1683;"2022-09-30";"PRO16";1;1;180
9435;11449;1444;"2022-09-30";"PRO16";1;1;180
9236;11116;1111;"2022-09-30";"PRO16";1;1;180
9213;11077;1072;"2022-09-30";"PRO16";1;1;180
8995;10728;723;"2022-09-30";"PRO16";1;1;180
12139;13908;3903;"2022-09-30";"PRO17";1;1;300
12101;13460;3455;"2022-09-30";"PRO17";1;1;300
12006;12594;2589;"2022-09-30";"PRO17";1;1;300
11849;11102;1097;"2022-09-30";"PRO17";5;1;300
1476;14959;4954;"2022-09-30";"PRO11";1;4;270
1463;14898;4893;"2022-09-30";"PRO11";2;4;328
1268;14213;4208;"2022-09-30";"PRO11";3;1;97
1094;13565;3560;"2022-09-30";"PRO11";1;1;97
1056;13440;3435;"2022-09-30";"PRO11";1;2;167
950;13151;3146;"2022-09-30";"PRO11";1;2;156
814;12774;2769;"2022-09-30";"PRO11";1;1;112
736;12529;2524;"2022-09-30";"PRO11";1;3;232
460;11688;1683;"2022-09-30";"PRO11";1;5;366
378;11417;1412;"2022-09-30";"PRO11";1;2;170
289;11116;1111;"2022-09-30";"PRO11";2;2;161
273;11078;1073;"2022-09-30";"PRO11";1;3;207
164;10743;738;"2022-09-30";"PRO11";1;1;103
7183;15253;5248;"2022-09-30";"PRO14";1;2;20
6894;14959;4954;"2022-09-30";"PRO14";1;20;200
6834;14898;4893;"2022-09-30";"PRO14";1;6;60
6796;14859;4854;"2022-09-30";"PRO14";2;40;400
6636;14696;4691;"2022-09-30";"PRO14";1;22;220
6450;14508;4503;"2022-09-30";"PRO14";1;22;220
6282;14332;4327;"2022-09-30";"PRO14";1;7;70
6225;14272;4267;"2022-09-30";"PRO14";4;10;100
6197;14244;4239;"2022-09-30";"PRO14";4;27;270
6187;14233;4228;"2022-09-30";"PRO14";4;1;10
6167;14213;4208;"2022-09-30";"PRO14";4;13;130
6075;14121;4116;"2022-09-30";"PRO14";1;3;30
5870;13908;3903;"2022-09-30";"PRO14";1;43;430
5771;13807;3802;"2022-09-30";"PRO14";1;7;70
5729;13763;3758;"2022-09-30";"PRO14";1;13;130
5711;13745;3740;"2022-09-30";"PRO14";1;10;100
5534;13565;3560;"2022-09-30";"PRO14";1;69;690
5430;13460;3455;"2022-09-30";"PRO14";1;57;570
5410;13440;3435;"2022-09-30";"PRO14";1;10;100
5126;13151;3146;"2022-09-30";"PRO14";1;6;60
5041;13065;3060;"2022-09-30";"PRO14";1;45;450
4953;12975;2970;"2022-09-30";"PRO14";1;5;50
4755;12774;2769;"2022-09-30";"PRO14";1;10;100
4580;12594;2589;"2022-09-30";"PRO14";1;16;160
4515;12529;2524;"2022-09-30";"PRO14";1;7;70
4351;12358;2353;"2022-09-30";"PRO14";1;15;150
3949;11942;1937;"2022-09-30";"PRO14";1;4;40
3868;11855;1850;"2022-09-30";"PRO14";1;21;210
3791;11777;1772;"2022-09-30";"PRO14";1;25;250
3706;11691;1686;"2022-09-30";"PRO14";1;22;220
3703;11688;1683;"2022-09-30";"PRO14";1;9;90
3689;11674;1669;"2022-09-30";"PRO14";1;17;170
3468;11449;1444;"2022-09-30";"PRO14";1;2;20
3436;11417;1412;"2022-09-30";"PRO14";1;13;130
3347;11323;1318;"2022-09-30";"PRO14";1;15;150
3230;11206;1201;"2022-09-30";"PRO14";1;15;150
3140;11116;1111;"2022-09-30";"PRO14";1;4;40
3126;11102;1097;"2022-09-30";"PRO14";1;40;400
3102;11078;1073;"2022-09-30";"PRO14";1;18;180
3101;11077;1072;"2022-09-30";"PRO14";1;28;280
2769;10743;738;"2022-09-30";"PRO14";1;7;67
2754;10728;723;"2022-09-30";"PRO14";1;5;50
2076;14789;4784;"2022-10-01";"PRO12";1;1;120
2054;14624;4619;"2022-10-01";"PRO12";1;1;120
2026;14320;4315;"2022-10-01";"PRO12";5;1;120
1879;12884;2879;"2022-10-01";"PRO12";1;1;120
1831;12378;2373;"2022-10-01";"PRO12";1;1;120
1640;10675;670;"2022-10-01";"PRO12";1;1;120
2409;14973;4968;"2022-10-01";"PRO13";1;1;150
2397;14789;4784;"2022-10-01";"PRO13";1;1;150
2364;14320;4315;"2022-10-01";"PRO13";1;1;150
2357;14168;4163;"2022-10-01";"PRO13";1;1;150
8796;15390;5385;"2022-10-01";"PRO15";1;1;200
8657;14973;4968;"2022-10-01";"PRO15";1;1;200
8602;14789;4784;"2022-10-01";"PRO15";1;1;200
8587;14739;4734;"2022-10-01";"PRO15";1;1;200
8553;14624;4619;"2022-10-01";"PRO15";1;1;200
8545;14587;4582;"2022-10-01";"PRO15";1;1;200
8477;14368;4363;"2022-10-01";"PRO15";1;1;200
8467;14320;4315;"2022-10-01";"PRO15";1;1;200
8423;14168;4163;"2022-10-01";"PRO15";1;1;200
8069;12932;2927;"2022-10-01";"PRO15";1;1;200
7944;12518;2513;"2022-10-01";"PRO15";1;1;200
7847;12177;2172;"2022-10-01";"PRO15";1;1;200
7787;11981;1976;"2022-10-01";"PRO15";1;1;200
7568;11245;1240;"2022-10-01";"PRO15";1;1;200
7364;10543;538;"2022-10-01";"PRO15";1;1;200
11513;14973;4968;"2022-10-01";"PRO16";1;1;180
11487;14934;4929;"2022-10-01";"PRO16";1;1;180
11434;14850;4845;"2022-10-01";"PRO16";1;1;180
11401;14789;4784;"2022-10-01";"PRO16";1;1;180
11344;14691;4686;"2022-10-01";"PRO16";1;1;180
11280;14573;4568;"2022-10-01";"PRO16";1;1;180
11222;14472;4467;"2022-10-01";"PRO16";1;1;180
11190;14416;4411;"2022-10-01";"PRO16";1;1;180
11158;14368;4363;"2022-10-01";"PRO16";1;1;180
11126;14320;4315;"2022-10-01";"PRO16";1;1;180
11038;14168;4163;"2022-10-01";"PRO16";1;1;180
10979;14067;4062;"2022-10-01";"PRO16";1;1;180
10938;13987;3982;"2022-10-01";"PRO16";1;1;180
10599;13379;3374;"2022-10-01";"PRO16";1;1;180
10498;13230;3225;"2022-10-01";"PRO16";1;1;180
10491;13219;3214;"2022-10-01";"PRO16";1;1;180
10441;13140;3135;"2022-10-01";"PRO16";1;1;180
10407;13087;3082;"2022-10-01";"PRO16";1;1;180
10070;12518;2513;"2022-10-01";"PRO16";1;1;180
9993;12378;2373;"2022-10-01";"PRO16";1;1;180
9991;12376;2371;"2022-10-01";"PRO16";1;1;180
9868;12177;2172;"2022-10-01";"PRO16";1;1;180
9688;11872;1867;"2022-10-01";"PRO16";1;1;180
9535;11620;1615;"2022-10-01";"PRO16";1;1;180
9313;11245;1240;"2022-10-01";"PRO16";1;1;180
9252;11137;1132;"2022-10-01";"PRO16";1;1;180
9141;10961;956;"2022-10-01";"PRO16";1;1;180
8912;10588;583;"2022-10-01";"PRO16";1;1;180
8881;10543;538;"2022-10-01";"PRO16";1;1;180
12241;15028;5023;"2022-10-01";"PRO17";1;1;300
12184;14416;4411;"2022-10-01";"PRO17";1;1;300
11853;11137;1132;"2022-10-01";"PRO17";5;1;300
1604;15390;5385;"2022-10-01";"PRO11";1;3;219
1481;14973;4968;"2022-10-01";"PRO11";1;4;264
1401;14691;4686;"2022-10-01";"PRO11";3;2;124
1374;14587;4582;"2022-10-01";"PRO11";1;1;103
1328;14416;4411;"2022-10-01";"PRO11";3;6;427
1256;14168;4163;"2022-10-01";"PRO11";3;2;170
1214;14008;4003;"2022-10-01";"PRO11";1;7;553
1152;13811;3806;"2022-10-01";"PRO11";1;6;427
981;13229;3224;"2022-10-01";"PRO11";4;2;138
944;13140;3135;"2022-10-01";"PRO11";1;2;142
928;13087;3082;"2022-10-01";"PRO11";4;6;452
920;13059;3054;"2022-10-01";"PRO11";4;2;175
871;12932;2927;"2022-10-01";"PRO11";1;1;106
853;12884;2879;"2022-10-01";"PRO11";1;1;112
620;12177;2172;"2022-10-01";"PRO11";1;2;114
522;11872;1867;"2022-10-01";"PRO11";1;1;83
305;11215;1210;"2022-10-01";"PRO11";2;2;118
115;10588;583;"2022-10-01";"PRO11";3;2;122
7318;15390;5385;"2022-10-01";"PRO14";1;20;200
7204;15274;5269;"2022-10-01";"PRO14";1;3;30
6963;15028;5023;"2022-10-01";"PRO14";1;29;290
6908;14973;4968;"2022-10-01";"PRO14";1;8;80
6869;14934;4929;"2022-10-01";"PRO14";1;27;267
6787;14850;4845;"2022-10-01";"PRO14";1;25;250
6728;14789;4784;"2022-10-01";"PRO14";1;16;160
6678;14739;4734;"2022-10-01";"PRO14";1;17;170
6632;14691;4686;"2022-10-01";"PRO14";1;1;10
6566;14624;4619;"2022-10-01";"PRO14";1;10;100
6529;14587;4582;"2022-10-01";"PRO14";1;22;220
6515;14573;4568;"2022-10-01";"PRO14";1;3;30
6416;14472;4467;"2022-10-01";"PRO14";1;10;100
6363;14416;4411;"2022-10-01";"PRO14";1;27;270
6316;14368;4363;"2022-10-01";"PRO14";2;2;20
6270;14320;4315;"2022-10-01";"PRO14";1;15;150
6122;14168;4163;"2022-10-01";"PRO14";1;7;70
6021;14067;4062;"2022-10-01";"PRO14";1;16;160
5964;14008;4003;"2022-10-01";"PRO14";1;47;470
5945;13987;3982;"2022-10-01";"PRO14";1;1;10
5775;13811;3806;"2022-10-01";"PRO14";1;20;200
5714;13748;3743;"2022-10-01";"PRO14";1;3;30
5616;13648;3643;"2022-10-01";"PRO14";1;33;330
5540;13571;3566;"2022-10-01";"PRO14";1;23;233
5349;13379;3374;"2022-10-01";"PRO14";1;26;260
5298;13327;3322;"2022-10-01";"PRO14";1;52;520
5204;13230;3225;"2022-10-01";"PRO14";1;13;130
5203;13229;3224;"2022-10-01";"PRO14";1;25;250
5193;13219;3214;"2022-10-01";"PRO14";1;4;40
5115;13140;3135;"2022-10-01";"PRO14";1;21;210
5062;13087;3082;"2022-10-01";"PRO14";1;6;60
5035;13059;3054;"2022-10-01";"PRO14";1;9;90
4912;12932;2927;"2022-10-01";"PRO14";1;8;80
4864;12884;2879;"2022-10-01";"PRO14";1;14;140
4505;12518;2513;"2022-10-01";"PRO14";1;13;130
4369;12378;2373;"2022-10-01";"PRO14";1;14;140
4367;12376;2371;"2022-10-01";"PRO14";1;18;180
4353;12361;2356;"2022-10-01";"PRO14";1;49;490
4174;12177;2172;"2022-10-01";"PRO14";1;7;70
4099;12100;2095;"2022-10-01";"PRO14";1;23;233
4080;12080;2075;"2022-10-01";"PRO14";1;10;100
3985;11981;1976;"2022-10-01";"PRO14";1;2;20
3884;11872;1867;"2022-10-01";"PRO14";1;1;10
3636;11620;1615;"2022-10-01";"PRO14";1;80;800
3269;11245;1240;"2022-10-01";"PRO14";1;10;100
3239;11215;1210;"2022-10-01";"PRO14";1;19;190
3161;11137;1132;"2022-10-01";"PRO14";1;28;280
2986;10961;956;"2022-10-01";"PRO14";1;17;167
2936;10911;906;"2022-10-01";"PRO14";1;22;220
2702;10675;670;"2022-10-01";"PRO14";1;18;180
2655;10626;621;"2022-10-01";"PRO14";1;17;170
2620;10588;583;"2022-10-01";"PRO14";1;21;210
2576;10544;539;"2022-10-01";"PRO14";1;15;150
2575;10543;538;"2022-10-01";"PRO14";1;16;160
2113;15181;5176;"2022-10-02";"PRO12";1;1;120
1925;13396;3391;"2022-10-02";"PRO12";3;1;120
1868;12766;2761;"2022-10-02";"PRO12";1;1;120
1710;11337;1332;"2022-10-02";"PRO12";1;1;120
2403;14866;4861;"2022-10-02";"PRO13";1;1;150
2402;14856;4851;"2022-10-02";"PRO13";1;1;150
2318;13396;3391;"2022-10-02";"PRO13";1;1;150
2234;12072;2067;"2022-10-02";"PRO13";1;1;150
8660;14977;4972;"2022-10-02";"PRO15";1;1;200
8627;14866;4861;"2022-10-02";"PRO15";1;1;200
8623;14856;4851;"2022-10-02";"PRO15";1;1;200
8566;14676;4671;"2022-10-02";"PRO15";1;1;200
8558;14650;4645;"2022-10-02";"PRO15";1;1;200
8324;13832;3827;"2022-10-02";"PRO15";1;1;200
8322;13829;3824;"2022-10-02";"PRO15";1;1;200
8294;13746;3741;"2022-10-02";"PRO15";1;1;200
8276;13684;3679;"2022-10-02";"PRO15";1;1;200
8186;13396;3391;"2022-10-02";"PRO15";1;1;200
8165;13335;3330;"2022-10-02";"PRO15";1;1;200
8080;12983;2978;"2022-10-02";"PRO15";1;1;200
7990;12703;2698;"2022-10-02";"PRO15";1;1;200
7813;12072;2067;"2022-10-02";"PRO15";1;1;200
7773;11922;1917;"2022-10-02";"PRO15";1;1;200
7667;11582;1577;"2022-10-02";"PRO15";1;1;200
7651;11524;1519;"2022-10-02";"PRO15";1;1;200
7594;11327;1322;"2022-10-02";"PRO15";1;1;200
7459;10858;853;"2022-10-02";"PRO15";1;1;200
7343;10465;460;"2022-10-02";"PRO15";1;1;200
11777;15389;5384;"2022-10-02";"PRO16";1;1;180
11643;15181;5176;"2022-10-02";"PRO16";1;1;180
11518;14980;4975;"2022-10-02";"PRO16";1;1;180
11515;14977;4972;"2022-10-02";"PRO16";1;1;180
11455;14881;4876;"2022-10-02";"PRO16";1;1;180
11445;14866;4861;"2022-10-02";"PRO16";1;1;180
11439;14856;4851;"2022-10-02";"PRO16";1;1;180
11386;14763;4758;"2022-10-02";"PRO16";1;1;180
11332;14676;4671;"2022-10-02";"PRO16";1;1;180
11263;14550;4545;"2022-10-02";"PRO16";1;1;180
11262;14549;4544;"2022-10-02";"PRO16";1;1;180
11139;14340;4335;"2022-10-02";"PRO16";1;1;180
11039;14172;4167;"2022-10-02";"PRO16";1;1;180
10806;13746;3741;"2022-10-02";"PRO16";1;1;180
10639;13445;3440;"2022-10-02";"PRO16";1;1;180
10609;13396;3391;"2022-10-02";"PRO16";1;1;180
10572;13335;3330;"2022-10-02";"PRO16";1;1;180
10560;13318;3313;"2022-10-02";"PRO16";1;1;180
10400;13077;3072;"2022-10-02";"PRO16";1;1;180
10344;12983;2978;"2022-10-02";"PRO16";1;1;180
10215;12766;2761;"2022-10-02";"PRO16";1;1;180
10174;12703;2698;"2022-10-02";"PRO16";1;1;180
9994;12380;2375;"2022-10-02";"PRO16";1;1;180
9811;12072;2067;"2022-10-02";"PRO16";1;1;180
9726;11931;1926;"2022-10-02";"PRO16";1;1;180
9513;11582;1577;"2022-10-02";"PRO16";1;1;180
9365;11337;1332;"2022-10-02";"PRO16";1;1;180
9331;11276;1271;"2022-10-02";"PRO16";1;1;180
9329;11272;1267;"2022-10-02";"PRO16";1;1;180
9311;11243;1238;"2022-10-02";"PRO16";1;1;180
9223;11093;1088;"2022-10-02";"PRO16";1;1;180
9120;10927;922;"2022-10-02";"PRO16";1;1;180
9077;10858;853;"2022-10-02";"PRO16";1;1;180
8931;10618;613;"2022-10-02";"PRO16";1;1;180
8831;10465;460;"2022-10-02";"PRO16";1;1;180
12093;13396;3391;"2022-10-02";"PRO17";1;1;300
11960;12072;2067;"2022-10-02";"PRO17";5;1;300
11871;11327;1322;"2022-10-02";"PRO17";5;1;300
1455;14856;4851;"2022-10-02";"PRO11";2;1;88
1426;14763;4758;"2022-10-02";"PRO11";1;1;84
1386;14628;4623;"2022-10-02";"PRO11";1;2;148
1363;14550;4545;"2022-10-02";"PRO11";1;1;75
1309;14340;4335;"2022-10-02";"PRO11";3;1;102
1157;13829;3824;"2022-10-02";"PRO11";5;1;108
892;12983;2978;"2022-10-02";"PRO11";4;2;185
741;12543;2538;"2022-10-02";"PRO11";1;1;109
536;11922;1917;"2022-10-02";"PRO11";1;3;256
344;11327;1322;"2022-10-02";"PRO11";1;2;138
280;11093;1088;"2022-10-02";"PRO11";1;1;107
219;10927;922;"2022-10-02";"PRO11";1;1;89
7317;15389;5384;"2022-10-02";"PRO14";1;10;100
7114;15181;5176;"2022-10-02";"PRO14";1;1;10
6940;15005;5000;"2022-10-02";"PRO14";1;12;120
6915;14980;4975;"2022-10-02";"PRO14";1;63;630
6912;14977;4972;"2022-10-02";"PRO14";1;17;170
6818;14881;4876;"2022-10-02";"PRO14";1;10;100
6803;14866;4861;"2022-10-02";"PRO14";2;28;280
6793;14856;4851;"2022-10-02";"PRO14";2;3;30
6702;14763;4758;"2022-10-02";"PRO14";3;3;30
6618;14676;4671;"2022-10-02";"PRO14";1;73;730
6592;14650;4645;"2022-10-02";"PRO14";2;1;10
6570;14628;4623;"2022-10-02";"PRO14";1;20;200
6492;14550;4545;"2022-10-02";"PRO14";1;17;170
6491;14549;4544;"2022-10-02";"PRO14";1;7;70
6288;14340;4335;"2022-10-02";"PRO14";1;25;250
6126;14172;4167;"2022-10-02";"PRO14";1;30;300
5794;13832;3827;"2022-10-02";"PRO14";1;10;100
5791;13829;3824;"2022-10-02";"PRO14";1;14;140
5712;13746;3741;"2022-10-02";"PRO14";1;28;280
5650;13684;3679;"2022-10-02";"PRO14";1;21;210
5563;13594;3589;"2022-10-02";"PRO14";1;5;50
5415;13445;3440;"2022-10-02";"PRO14";1;28;280
5367;13397;3392;"2022-10-02";"PRO14";1;16;160
5366;13396;3391;"2022-10-02";"PRO14";1;33;333
5306;13335;3330;"2022-10-02";"PRO14";1;30;300
5289;13318;3313;"2022-10-02";"PRO14";1;8;80
5267;13296;3291;"2022-10-02";"PRO14";1;8;80
5052;13077;3072;"2022-10-02";"PRO14";1;15;150
4961;12983;2978;"2022-10-02";"PRO14";1;25;250
4747;12766;2761;"2022-10-02";"PRO14";1;22;220
4685;12703;2698;"2022-10-02";"PRO14";1;8;80
4529;12543;2538;"2022-10-02";"PRO14";1;17;170
4527;12541;2536;"2022-10-02";"PRO14";1;16;160
4371;12380;2375;"2022-10-02";"PRO14";1;24;240
4072;12072;2067;"2022-10-02";"PRO14";1;2;20
3938;11931;1926;"2022-10-02";"PRO14";1;15;150
3929;11922;1917;"2022-10-02";"PRO14";1;23;230
3801;11788;1783;"2022-10-02";"PRO14";1;10;100
3598;11582;1577;"2022-10-02";"PRO14";1;4;40
3540;11524;1519;"2022-10-02";"PRO14";1;2;20
3423;11402;1397;"2022-10-02";"PRO14";1;4;40
3360;11337;1332;"2022-10-02";"PRO14";1;7;70
3351;11327;1322;"2022-10-02";"PRO14";1;37;370
3300;11276;1271;"2022-10-02";"PRO14";1;28;280
3296;11272;1267;"2022-10-02";"PRO14";1;8;80
3267;11243;1238;"2022-10-02";"PRO14";1;24;240
3117;11093;1088;"2022-10-02";"PRO14";1;22;220
2952;10927;922;"2022-10-02";"PRO14";1;1;10
2883;10858;853;"2022-10-02";"PRO14";1;10;100
2797;10771;766;"2022-10-02";"PRO14";1;7;70
2717;10690;685;"2022-10-02";"PRO14";1;49;490
2647;10618;613;"2022-10-02";"PRO14";1;3;30
2498;10465;460;"2022-10-02";"PRO14";1;38;380
2035;14429;4424;"2022-10-03";"PRO12";5;1;120
1954;13631;3626;"2022-10-03";"PRO12";1;1;120
1798;12086;2081;"2022-10-03";"PRO12";1;1;120
1787;12014;2009;"2022-10-03";"PRO12";1;1;120
1730;11512;1507;"2022-10-03";"PRO12";1;1;120
1723;11451;1446;"2022-10-03";"PRO12";1;1;120
1718;11416;1411;"2022-10-03";"PRO12";1;1;120
1661;10891;886;"2022-10-03";"PRO12";1;1;120
1636;10628;623;"2022-10-03";"PRO12";1;1;120
2408;14960;4955;"2022-10-03";"PRO13";1;1;150
2229;12014;2009;"2022-10-03";"PRO13";1;1;150
2156;10802;797;"2022-10-03";"PRO13";1;1;150
2143;10628;623;"2022-10-03";"PRO13";1;1;150
8654;14960;4955;"2022-10-03";"PRO15";1;1;200
8466;14315;4310;"2022-10-03";"PRO15";1;1;200
8254;13598;3593;"2022-10-03";"PRO15";1;1;200
8201;13428;3423;"2022-10-03";"PRO15";1;1;200
8088;13008;3003;"2022-10-03";"PRO15";1;1;200
8027;12810;2805;"2022-10-03";"PRO15";1;1;200
8008;12755;2750;"2022-10-03";"PRO15";1;1;200
8003;12747;2742;"2022-10-03";"PRO15";1;1;200
7873;12257;2252;"2022-10-03";"PRO15";1;1;200
7795;12014;2009;"2022-10-03";"PRO15";1;1;200
7657;11545;1540;"2022-10-03";"PRO15";1;1;200
7643;11512;1507;"2022-10-03";"PRO15";1;1;200
7508;11004;999;"2022-10-03";"PRO15";1;1;200
7444;10802;797;"2022-10-03";"PRO15";1;1;200
7392;10628;623;"2022-10-03";"PRO15";1;1;200
7362;10541;536;"2022-10-03";"PRO15";1;1;200
11707;15288;5283;"2022-10-03";"PRO16";1;1;180
11554;15038;5033;"2022-10-03";"PRO16";1;1;180
11507;14960;4955;"2022-10-03";"PRO16";1;1;180
11196;14429;4424;"2022-10-03";"PRO16";1;1;180
11134;14331;4326;"2022-10-03";"PRO16";1;1;180
11123;14315;4310;"2022-10-03";"PRO16";1;1;180
11088;14254;4249;"2022-10-03";"PRO16";1;1;180
10883;13874;3869;"2022-10-03";"PRO16";1;1;180
10754;13654;3649;"2022-10-03";"PRO16";1;1;180
10739;13631;3626;"2022-10-03";"PRO16";1;1;180
10628;13428;3423;"2022-10-03";"PRO16";1;1;180
10356;13008;3003;"2022-10-03";"PRO16";1;1;180
10304;12915;2910;"2022-10-03";"PRO16";1;1;180
10288;12889;2884;"2022-10-03";"PRO16";1;1;180
10208;12755;2750;"2022-10-03";"PRO16";1;1;180
10181;12712;2707;"2022-10-03";"PRO16";1;1;180
10126;12624;2619;"2022-10-03";"PRO16";1;1;180
9986;12368;2363;"2022-10-03";"PRO16";1;1;180
9915;12253;2248;"2022-10-03";"PRO16";1;1;180
9825;12098;2093;"2022-10-03";"PRO16";1;1;180
9818;12086;2081;"2022-10-03";"PRO16";1;1;180
9773;12014;2009;"2022-10-03";"PRO16";1;1;180
9684;11865;1860;"2022-10-03";"PRO16";1;1;180
9623;11771;1766;"2022-10-03";"PRO16";1;1;180
9612;11752;1747;"2022-10-03";"PRO16";1;1;180
9413;11416;1411;"2022-10-03";"PRO16";1;1;180
9197;11042;1037;"2022-10-03";"PRO16";1;1;180
9158;10985;980;"2022-10-03";"PRO16";1;1;180
9100;10891;886;"2022-10-03";"PRO16";1;1;180
9042;10802;797;"2022-10-03";"PRO16";1;1;180
8962;10678;673;"2022-10-03";"PRO16";1;1;180
8929;10613;608;"2022-10-03";"PRO16";1;1;180
8880;10541;536;"2022-10-03";"PRO16";1;1;180
8866;10521;516;"2022-10-03";"PRO16";1;1;180
12259;15276;5271;"2022-10-03";"PRO17";1;1;300
11787;10418;413;"2022-10-03";"PRO17";5;1;300
1573;15288;5283;"2022-10-03";"PRO11";1;2;158
1207;13989;3984;"2022-10-03";"PRO11";1;2;147
1103;13598;3593;"2022-10-03";"PRO11";1;2;147
1057;13444;3439;"2022-10-03";"PRO11";1;1;83
1049;13428;3423;"2022-10-03";"PRO11";1;2;178
899;13008;3003;"2022-10-03";"PRO11";4;3;194
868;12915;2910;"2022-10-03";"PRO11";1;2;156
809;12747;2742;"2022-10-03";"PRO11";1;1;87
644;12253;2248;"2022-10-03";"PRO11";1;1;97
520;11865;1860;"2022-10-03";"PRO11";1;2;159
491;11771;1766;"2022-10-03";"PRO11";1;3;222
390;11451;1446;"2022-10-03";"PRO11";1;2;141
245;11004;999;"2022-10-03";"PRO11";1;3;240
207;10891;886;"2022-10-03";"PRO11";3;1;104
182;10802;797;"2022-10-03";"PRO11";3;2;133
126;10628;623;"2022-10-03";"PRO11";3;1;98
107;10541;536;"2022-10-03";"PRO11";1;2;149
7218;15288;5283;"2022-10-03";"PRO14";1;54;540
7206;15276;5271;"2022-10-03";"PRO14";1;15;150
6973;15038;5033;"2022-10-03";"PRO14";1;17;170
6895;14960;4955;"2022-10-03";"PRO14";1;1;10
6662;14722;4717;"2022-10-03";"PRO14";1;17;170
6413;14469;4464;"2022-10-03";"PRO14";1;13;130
6376;14429;4424;"2022-10-03";"PRO14";1;13;130
6281;14331;4326;"2022-10-03";"PRO14";1;10;100
6265;14315;4310;"2022-10-03";"PRO14";1;28;280
6231;14280;4275;"2022-10-03";"PRO14";4;5;50
6207;14254;4249;"2022-10-03";"PRO14";4;18;180
5946;13989;3984;"2022-10-03";"PRO14";1;24;240
5836;13874;3869;"2022-10-03";"PRO14";1;7;70
5621;13654;3649;"2022-10-03";"PRO14";1;3;30
5600;13631;3626;"2022-10-03";"PRO14";1;3;30
5567;13598;3593;"2022-10-03";"PRO14";1;20;200
5414;13444;3439;"2022-10-03";"PRO14";1;3;30
5398;13428;3423;"2022-10-03";"PRO14";1;1;10
5322;13352;3347;"2022-10-03";"PRO14";1;86;860
4986;13008;3003;"2022-10-03";"PRO14";1;20;200
4895;12915;2910;"2022-10-03";"PRO14";1;19;190
4869;12889;2884;"2022-10-03";"PRO14";1;2;20
4791;12810;2805;"2022-10-03";"PRO14";1;67;670
4737;12755;2750;"2022-10-03";"PRO14";1;16;160
4729;12747;2742;"2022-10-03";"PRO14";1;1;10
4694;12712;2707;"2022-10-03";"PRO14";1;24;240
4682;12700;2695;"2022-10-03";"PRO14";1;22;220
4608;12624;2619;"2022-10-03";"PRO14";1;14;140
4503;12516;2511;"2022-10-03";"PRO14";1;27;267
4360;12368;2363;"2022-10-03";"PRO14";1;14;140
4251;12257;2252;"2022-10-03";"PRO14";1;8;80
4247;12253;2248;"2022-10-03";"PRO14";1;26;260
4097;12098;2093;"2022-10-03";"PRO14";1;17;170
4085;12086;2081;"2022-10-03";"PRO14";1;22;220
4018;12014;2009;"2022-10-03";"PRO14";1;26;260
3877;11865;1860;"2022-10-03";"PRO14";1;7;70
3785;11771;1766;"2022-10-03";"PRO14";1;25;250
